,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
163,2.220446049250313e-16,1.0,3.39130434782609,134.0,4.65217391304348,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0
192,2.220446049250313e-16,1.0,10.0,3.6206896551724093,5.0,2.0,56.0,2.0,10.0,4.0,0.21999999999999997,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0
195,2.220446049250313e-16,19.0,1.0,3.9782608695652204,5.0,2.0,18.999999999999996,3.0,0.0,2.0,0.06000000000000005,0.0,7.0,1.0,0.0,5.0,2.0,2.60869565217391,0.0,3.97826086956522,2.0,0.0,1.0,0.0,1.0,2.0
363,2.220446049250313e-16,12.0,28.0,1.0,3.75862068965517,3.0,75.0,2.0,2.0,11.0,0.20999999999999996,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0
214,2.220446049250313e-16,25.0,1.0,2.0,0.0,2.0,307.0,0.9999999999999999,8.0,25.0,0.65,0.0,49.0,2.0,0.0,7.0,1.0,2.04081632653061,0.0,3.20408163265306,1.0,0.0,1.0,0.0,3.0,7.0
397,2.220446049250313e-16,21.0,0.5714285714285708,7.0,3.6874999999999996,4.0,27.0,0.9999999999999999,7.0,10.0,0.1100000000000001,0.0,16.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.4375,1.0,0.0,0.571428571428571,0.0,1.0,2.0
364,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2.220446049250313e-16,0.0,1.0,3.5,3.0,2.0,22.0,0.9999999999999999,0.0,0.0,1.69,0.0,2.0,3.0,0.0,3.0,1.0,3.5,3.0,3.0,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
356,3.0,1.0,18.0,0.44999999999999996,5.0,2.0,30.0,0.9999999999999999,3.0,2.0,0.31999999999999995,1.0,11.0,1.0,0.0,18.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,1.0,0.0,4.0,-1.1102230246251565e-16
458,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.0,0.0,1.0,6.0,5.06666666666667,1.0,40.0,3.0,6.0,1.0,0.44999999999999996,0.0,14.0,5.0,2.0,9.0,1.0,5.06666666666667,2.0,3.73333333333333,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
476,2.220446049250313e-16,1.0,6.0,0.44999999999999996,3.42857142857143,2.0,15.0,2.0,0.0,0.0,0.22999999999999998,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
478,2.220446049250313e-16,1.0,6.0,0.44999999999999996,3.42857142857143,2.0,15.0,2.0,0.0,0.0,0.22999999999999998,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
479,2.220446049250313e-16,1.0,6.0,1.0,3.0,2.0,15.0,2.0,0.0,0.0,0.22999999999999998,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
514,2.220446049250313e-16,6.0,12.0,5.63157894736842,0.42857142857142905,6.0,211.0,0.9999999999999999,4.0,0.0,0.29000000000000015,0.0,0.0,1.0,0.0,11.0,1.0,5.63157894736842,1.0,4.36842105263158,1.0,0.0,0.428571428571429,0.0,4.0,2.0
522,2.220446049250313e-16,24.0,6.0,0.444444444444444,3.57777777777778,2.0,124.0,0.9999999999999999,0.0,0.0,0.27,0.0,0.0,1.0,0.0,24.0,1.0,3.57777777777778,1.0,2.94444444444444,1.0,0.0,0.444444444444444,0.0,4.0,6.0
845,2.220446049250313e-16,40.0,35.0,1.0,4.59523809523809,2.0,38.0,0.9999999999999999,0.0,0.0,0.09000000000000008,0.0,39.0,1.0,0.0,35.0,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
467,2.0,2.0,1.0,1.0,0.802325581395349,2.0,5431.0,18.0,12.0,17.0,1.18,0.0,39.0,2.0,0.0,76.0,2.0,2.50670640834575,0.0,3.36512667660209,0.0,0.0,0.8023255813953489,6.0,5.0,22.0
37,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,
