,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
163,1.0,3.0,134.0,4.0,4.0,2.0,134.0,4.0,1.0,7.0,0.56,0.0,22.0,1.0,0.0,7.0,2.0,3.39130434782609,1.0,4.65217391304348,1.0,0.0,1.0,0.0,3.0,4.0
195,2.220446049250313e-16,0.0,19.0,2.60869565217391,1.0,2.0,19.0,3.0,0.0,2.0,0.06,0.0,7.0,1.0,0.0,5.0,2.0,2.60869565217391,0.0,3.97826086956522,2.0,0.0,1.0,0.0,1.0,2.0
363,2.220446049250313e-16,12.0,28.0,1.0,3.75862068965517,3.0,75.0,2.0,2.0,11.0,0.2099999999999999,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0
397,2.220446049250313e-16,4.0,21.0,7.0,0.571428571428571,4.0,27.0,1.0,7.0,10.0,0.1100000000000001,0.0,16.0,4.0,0.0,21.0,1.0,3.6875,1.0,7.4375,1.0,0.0,0.571428571428571,0.0,1.0,2.0
451,1.0,3.0,3.5,3.0,3.0,2.0,22.0,1.0,0.0,0.0,1.69,0.0,2.0,3.0,0.0,3.0,1.0,3.5,3.0,3.0,2.0,0.0,1.0,0.0,1.0,-1.1102230246251563e-16
356,2.220446049250313e-16,18.0,3.0,0.4499999999999999,2.0,2.0,30.0,1.0,3.0,2.0,0.3199999999999999,1.0,11.0,1.0,0.0,18.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,1.0,0.0,4.0,-1.1102230246251563e-16
479,2.220446049250313e-16,6.0,3.0,1.0,6.0,2.0,15.0,2.0,0.0,0.0,0.2299999999999999,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.1102230246251563e-16
514,1.0,12.0,0.428571428571429,4.0,5.63157894736842,6.0,211.0,1.0,4.0,0.0,0.2900000000000001,0.0,0.0,1.0,0.0,11.0,1.0,5.63157894736842,1.0,4.36842105263158,1.0,0.0,0.428571428571429,0.0,4.0,2.0
476,2.220446049250313e-16,6.0,6.0,1.0,2.0,2.0,15.0,2.0,0.0,0.0,0.2299999999999999,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,-1.1102230246251563e-16
478,2.220446049250313e-16,6.0,6.0,1.0,2.0,2.0,15.0,2.0,0.0,0.0,0.2299999999999999,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,-1.1102230246251563e-16
192,1.0,1.0,10.0,1.0,0.0,2.0,56.0,2.0,10.0,4.0,0.2199999999999999,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0
460,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,
845,11.0,16.0,35.0,1.0,3.0,2.0,38.0,1.0,0.0,0.0,0.09,0.0,39.0,1.0,0.0,35.0,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,-1.1102230246251563e-16
456,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,
