,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
169,5,0,1,18,7,0,71,1,0,17,0.825,1,96,1,0,20,3,6.58536585365854,1,1,1,0.465116279069767,0,198,1.0,0,1,2
233,1,0,1,3,29,0,50,8,1,6,0.13,0,93,2,0,3,2,3.325,1,1,1,0.857142857142857,0,142,1.0,0,3,4
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,7,4,1,22,5,3,582,4,17,7,0.84,0,98,1,1,0,8,15.928,0,0,1,0.453846153846154,0,100,0.35,0,3,5
359,33,0,2,27,22,0,138,3,0,4,0.11,0,97,4,0,3,2,3.88461538461538,0,1,1,0.712962962962963,0,165,1.0,0,3,4
292,6,0,2,59,52,0,88,57,0,1,0.08,0,99,1,21,34,2,3.3030303030303,0,1,1,0.610526315789474,0,9,0.952380952380952,1,1,8
357,6,0,2,0,41,0,45,2,0,6,0.09,1,66,1,0,22,1,4.8695652173913,1,2,1,1.06122448979592,0,811,0.05,0,4,5
929,12,9,1,3,36,2,206,3,0,2,0.3,0,80,4,0,21,2,4.13698630136986,1,1,1,0.636363636363636,0,58,0.05,0,1,2
304,15,0,1,2,211,0,49,2,0,1,0.04,0,100,2,0,3,1,5.43457943925234,0,1,1,0.497695852534562,0,189,0.6875,0,2,5
368,12,0,1,1,34,1,140,2,4,5,0.33,1,94,3,0,3,2,3.28571428571429,0,2,1,0.653846153846154,0,465,0.25,0,4,8
369,5,0,1,0,67,0,36,50,0,16,2.37,0,16,1,0,22,2,4.47457627118644,1,2,1,0.644970414201183,0,314,0.648648648648649,0,5,1
370,6,3,1,1,25,0,39,8,3,6,0.14,0,86,3,0,3,2,6.83333333333333,1,2,1,0.411764705882353,0,586,0.5,0,5,1
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2,0,1,13,6,2,165,2,1,1,0.35,0,93,4,0,20,2,6.16981132075472,0,1,1,0.625,0,22,0.571428571428571,0,6,6
384,23,0,2,6,38,2,543,3,16,5,0.22,2,97,3,3,50,2,4.69411764705882,0,1,1,1.10919540229885,0,9,0.327272727272727,2,3,11
385,3,0,1,4,31,0,35,15,4,2,0.06,0,100,4,2,36,2,2.83673469387755,0,1,1,0.784615384615385,0,19,0.407407407407407,0,5,3
380,33,6,1,20,13,0,274,47,1,26,0.19,0,97,4,26,37,2,3.47619047619048,0,0,1,0.437275985663082,0,12,0.394736842105263,0,4,12
390,8,0,1,7,38,0,103,2,0,2,2.41,0,97,1,0,12,1,3.64102564102564,2,1,1,0.714285714285714,0,530,1.0,0,2,5
386,6,0,1,1,105,1,171,9,0,1,0.16,1,100,4,5,2,2,3.70940170940171,0,1,1,0.645669291338583,0,145,0.409090909090909,0,4,10
397,9,1,1,4,27,2,257,5,10,0,0.45,0,100,3,5,27,2,7.42105263157895,0,1,1,0.1,0,34,0.4,0,5,5
398,8,1,1,1,7,7,869,4,6,0,1.29,0,100,3,59,1,2,5.27722772277228,0,1,1,0.433962264150943,0,129,0.5,0,4,10
409,14,0,1,2,2,0,47,2,2,7,2.55,1,88,3,0,25,2,2.89189189189189,0,1,1,0.766233766233766,0,142,0.4,0,4,2
408,142,19,2,8,44,0,380,7,3,15,0.07,0,100,3,0,50,2,6.22693726937269,0,1,0,0.84,0,7,0.392857142857143,0,2,11
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3,0,1,13,1,0,84,2,2,2,0.12,1,94,3,0,23,2,3.04166666666667,0,1,1,0.52,0,54,0.571428571428571,0,5,9
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
