,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
86,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,40.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,1.0,3.0
95,1.0,4.0,1.0,4.0,0.0,8.0,2.0,1049.0,6.0,22.0,23.0,1.37,3.0,95.0,1.0,1.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,1.0,5.0
96,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,5.0,0.34,0.0,75.0,1.0,0.0,10.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,2.0
104,0.0,0.0,1.0,2.0,0.0,10.0,2.0,38.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,29.0,1.0,5.16666666666667,1.0,1.0,0.0,2.0,1.1,2.0
147,0.0,0.0,1.0,1.0,0.0,4.0,2.0,24.0,1.0,4.0,3.0,0.73,0.0,60.0,3.0,0.0,28.0,1.0,3.32142857142857,0.0,1.0,0.0,1.0,0.659147869674185,1.0
166,0.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0,2.0,23.0,7.0,0.05,3.0,88.0,3.0,0.0,40.0,2.0,4.97368421052632,0.0,1.0,0.0,37.0,1.0,3.0
172,4.0,0.0,2.0,2.0,4.0,2.0,2.0,981.0,2.0,3.0,16.0,0.38,0.0,40.0,7.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,13.0,1.0,2.0
202,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,16.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0
283,3.0,0.0,2.0,1.0,0.0,7.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,26.0,1.0,3.92857142857143,0.0,0.0,0.0,0.0,0.586538461538462,2.0
432,4.0,29.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,20.0,19.0,7.95,0.0,78.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,2.0,1.0,3.0
455,0.0,0.0,1.0,1.0,0.0,0.0,2.0,127.0,1.0,3.0,9.0,0.29,0.0,56.0,2.0,0.0,18.0,2.0,4.22222222222222,0.0,1.0,0.0,0.0,0.587761674718196,0.0
543,0.0,0.0,2.0,5.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,1.0,0.40495867768595,0.0
548,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,6.0,2.0,3.6,0.0,1.0,0.0,4.0,0.8,0.0
567,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,44.3,0.0,1.0,0.0,55.0,1.0,2.0
729,0.0,0.0,1.0,0.0,0.0,1.0,5.0,44.0,1.0,9.0,1.0,0.32,1.0,62.0,2.0,0.0,3.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,2.0
761,0.0,4.0,1.0,1.0,0.0,1.0,2.0,70.0,5.0,2.0,15.0,0.15,0.0,83.0,2.0,1.0,21.0,2.0,4.57575757575758,0.0,0.0,0.0,0.0,1.1,0.0
786,0.0,0.0,1.0,2.0,0.0,0.0,3.0,26.0,1.0,0.0,6.0,0.81,0.0,76.0,1.0,1.0,3.0,2.0,3.1,1.0,1.0,0.0,54.0,0.282051282051282,1.0
792,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,0.0,40.0,0.21,4.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0
793,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,3.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,4.0,0.9,3.0
805,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,7.0,0.15,3.0,92.0,1.0,1.0,25.0,2.0,2.7027027027027,0.0,0.0,0.0,1.0,1.0,2.0
809,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,4.0,0.1,0.0,80.0,3.0,0.0,19.0,2.0,4.625,0.0,0.0,0.0,0.0,0.7,0.0
1940,0.0,0.0,1.0,4.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,7.83,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,17.0,1.0,1.0
1942,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,6.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,0.969341161121983,0.0
854,9.0,0.0,1.0,2.0,0.0,2.0,6.0,151.0,1.0,0.0,7.0,7.52,1.0,78.0,1.0,1.0,64.0,2.0,6.625,2.0,1.0,0.0,1.0,1.0,3.0
861,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,0.8,0.0
