,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
80,1,0,1,6,1,2,1,115,2,7,21,0.53,0,97,2,3,13,6,8.46153846153846,0,1,0,0,0.539735099337748,2
78,6,1,1,5,3,4,2,699,7,21,62,0.75,0,97,1,2,30,7,5.14705882352941,0,0,0,0,0.527452745274527,4
86,0,0,1,0,0,4,2,11,1,7,7,0.79,0,78,2,2,1,3,3.64705882352941,1,0,2,1,0.566552901023891,115
104,0,1,1,2,0,0,1,38,1,7,6,0.1,0,87,2,0,1,1,5.16666666666667,1,1,0,10,0.470715835140998,13
16,0,2,2,0,1,2,2,58,1,3,5,0.51,0,85,2,0,0.6035714285714289,1,2.0,0,1,0,5,10,1
147,0,0.6035714285714289,1,1,0,4,2,13,1,4,3,0.73,0,90,3,0,0,1,3.32142857142857,0,1,0,10,115,1
263,0,0,1,1,0,0,2,29,2,0,6,0.32,0,72,1,0,1,2,2.63636363636364,0,1,0,1,0.547445255474453,1
96,0,12,1,1,0,0,2,29,1,1,5,0.05,0,75,1,0,5,2,3.05882352941176,1,1,0,1,0.533980582524272,1
195,0,21,1,3,0,2,1,2,1,2,13,0.56,0,96,1,2,115,2,2.75,0,0,0,10,0.796190476190476,2
202,0,1,1,0,0,4,1,115,1,0,0,3.5,0,0,1,1,5,1,4.17073170731707,0,0,0,30,0.6035714285714289,0
543,0,0,1,1,0,5,4,34,1,4,0,0.44,0,60,3,1,2,1,4.4,1,2,0,1,0.40495867768595,1
207,0,0,1,0,0,2,1,61,1,0,3,0.65,0,61,2,0,4,1,2.0,0,1,0,1,1,0.503571428571429
548,0,0,13,1,0,0,2,1,2,3,3,0.15,0,70,2,0,2,2,3.6,0,1,0,29,0.430327868852459,0
432,4,6,1,18,0,0,2,56,3,3,10,0.05,0,94,1,1,11,2,4.96491228070175,0,1,0,1,0.749670619235837,3
172,1,0,1,2,3,2,2,115,2,3,5,0.38,0,92,1,0,1,2,3.92307692307692,1,1,0,2,0.495867768595041,2
302,2,0,1,1,0,0,2,22,3,3,7,0.05,0,92,1,2,13,3,5.15909090909091,1,1,0,2,0.439320388349515,2
773,2,0,2,1,2,1,3,62,1,2,3,0.05,0,71,1,7,5,2,5.41176470588235,1,1,0,2,0.457861635220126,1
192,0,0,1,1,0,2,2,16,1,8,5,0.23,0,82,1,3,13,2,4.48275862068965,0,0,0,2,0.326653306613226,1
792,0,0,21,0,0,0,1,62,1,0,0,0.21,0,97,1,0,0,1,2.61904761904762,1,0,0,2,0.814465408805031,1
268,14,5,1,3,0,1,3,115,15,7,5,0.16,0,94,2,1,11,3,4.28712871287129,0,0,0,26,0.382173382173382,0
805,2,0,1,3,0,0,2,41,1,7,12,0.15,0,92,1,1,13,2,2.7027027027027,0,0,0,0,0.6035714285714289,1
1940,0,0,1,0,0,3,1,2,1,0,1,1.3,0,0,1,0,115,2,1.53658536585366,1,5,0,10,0.809264305177112,1
166,0,0,1,1,1,0,2,2,2,23,5,0.05,0,88,3,0,26,2,4.97368421052632,0,1,0,29,0.547058823529412,0
795,3,1,1,2,0,1,2,22,7,4,19,0.2,0,92,1,0,30,1,3.42592592592593,0,0,0,1,0.556005398110661,5
863,10,0,1,12,0,1,2,25,5,0,21,0.05,0,94,1,0,3,3,3.1875,1,1,0,2,0.56794425087108,1
275,1,0,1,3,0,0,2,37,1,7,4,0.05,0,92,2,1,12,1,4.33802816901408,0,0,0,2,0.328063241106719,2
877,1,2,1,5,0,0,3,34,6,0,12,0.05,0,83,2,0,0,2,4.625,1,1,0,2,0.515723270440252,3
893,0,29,1,0,0,0,1,10,1,0,4,2,0,57,1,0.25,2,1,4.0,2,1,0,1,0.752941176470588,0
