,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
166,0.0,0.0,1.0,1.0,1.0,0.0,2.0,24.0,2.0,23.0,40.0,0.05,0.0,88.0,3.0,0.0,4.97368421052632,2.0,16.0,0.0,1.0,0.0,37.0,0.547058823529412,3.0
275,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,42.0,0.06,0.0,92.0,2.0,1.0,4.33802816901408,1.0,19.0,0.0,0.0,0.0,18.0,0.328063241106719,3.0
268,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,49.0,0.16,0.0,94.0,2.0,1.0,4.28712871287129,3.0,29.0,0.0,0.0,0.0,186.0,0.382173382173382,3.0
78,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,60.0,0.75,0.0,97.0,1.0,2.0,5.14705882352941,9.0,62.0,0.0,0.0,0.0,1.0,0.527452745274527,4.0
104,0.0,0.0,1.0,2.0,0.0,0.0,2.0,38.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,5.16666666666667,1.0,29.0,1.0,1.0,0.0,2.0,0.470715835140998,2.0
267,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,26.0,0.24,0.0,89.0,2.0,2.0,4.025,2.0,14.0,0.0,0.0,0.0,39.0,0.531208499335989,2.0
192,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,28.0,0.23,0.0,12.0,1.0,3.0,4.48275862068965,2.0,82.0,0.0,0.0,0.0,13.0,0.326653306613226,2.0
207,0.0,0.0,1.0,0.0,0.0,2.0,2.0,61.0,1.0,0.0,3.0,0.65,0.0,61.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.566473988439306,0.0
86,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,3.64705882352941,3.0,13.0,1.0,0.0,0.0,0.0,0.566552901023891,3.0
96,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,75.0,0.2,0.0,2.0,1.0,0.0,5.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.533980582524272,10.0
263,0.0,0.0,1.0,2.0,0.0,0.0,2.0,29.0,3.0,0.0,2.0,0.32,0.0,72.0,1.0,0.0,9.0,2.0,2.63636363636364,0.0,1.0,0.0,0.0,0.547445255474453,2.0
202,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,4.17073170731707,1.0,6.0,0.0,0.0,0.0,0.0,0.715277777777778,1.0
299,5.0,0.0,1.0,3.0,0.0,1.0,2.0,173.0,4.0,13.0,71.0,0.16,0.0,95.0,1.0,1.0,3.15957446808511,4.0,38.0,0.0,1.0,0.0,162.0,0.63271375464684,3.0
432,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,13.0,0.09,0.0,94.0,1.0,1.0,4.96491228070175,2.0,19.0,0.0,1.0,0.0,2.0,0.749670619235837,3.0
543,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,0.0,1.0,4.4,1.0,2.0,0.0,5.0,0.40495867768595,7.0
546,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,4.63291139240506,0.12,0.0,93.0,1.0,2.0,1.0,3.0,47.0,0.0,0.0,0.0,71.0,0.313213703099511,39.0
548,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,3.6,2.0,17.0,0.0,1.0,0.0,4.0,0.430327868852459,0.0
729,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,62.0,0.32,1.0,2.0,2.0,0.0,1.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,12.0
790,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,22.0,0.17,0.0,95.0,2.0,0.0,3.26666666666667,3.0,16.0,0.0,0.0,0.0,40.0,0.558260869565217,2.0
795,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,31.0,0.2,0.0,92.0,1.0,0.0,3.42592592592593,5.0,19.0,0.0,0.0,0.0,0.0,0.556005398110661,5.0
16,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,2.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0
1940,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,9.0,1.3,0.0,0.0,1.0,0.0,1.0,2.0,1.53658536585366,1.0,1.0,0.0,17.0,0.809264305177112,1.0
854,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,78.0,0.34,1.0,3.0,1.0,1.0,7.0,2.0,16.0,2.0,1.0,0.0,8.0,0.606104651162791,6.625
805,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,10.0,0.15,0.0,2.0,1.0,1.0,25.0,2.0,0.4,0.0,0.0,0.0,1.0,0.658469945355191,92.0
861,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,0.0,0.35,0.0,54.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,0.0
773,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,8.0,0.14,0.0,3.0,1.0,7.0,3.0,2.0,8.0,1.0,1.0,0.0,4.0,0.457861635220126,5.41176470588235
