"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_COMMIT <= 0.24'","b'target = 0'",0.2067,463,0.20357,456,0.98488,0.03305,1.1938,1.58724e-33,0.825,1848
"b'000001'","b'0.24 < MAJOR_COMMIT <= 0.925'","b'target = 0'",0.12589,282,0.12366,277,0.98227,0.0198,1.19063,6.42453e-19,0.825,1848
"b'000002'","b'OWN_COMMIT <= 0.16 & -0.18 < CountDeclMethodProtected <= 0.65'","b'target = 0'",0.14777,331,0.14286,320,0.96677,0.02095,1.17184,2.96815e-12,0.825,1848
"b'000003'","b'MAJOR_LINE <= 0.01'","b'target = 0'",0.2683,601,0.25893,580,0.96506,0.03758,1.16977,1.43503e-32,0.825,1848
"b'000004'","b'3.7 < CountClassCoupled <= 7.4'","b'target = 0'",0.20759,465,0.19866,445,0.95699,0.0274,1.15999,3.34107e-21,0.825,1848
"b'000005'","b'CountClassCoupled <= -0.95'","b'target = 0'",0.1,224,0.09464,212,0.94643,0.01214,1.14719,1.52337e-08,0.825,1848
"b'000006'","b'OWN_COMMIT <= 0.16 & -0.106 < MINOR_COMMIT <= 0.062'","b'target = 0'",0.18929,424,0.17857,400,0.9434,0.02241,1.14351,1.72829e-11,0.825,1848
"b'000007'","b'PercentLackOfCohesion <= 12'","b'target = 0'",0.20045,449,0.18884,423,0.94209,0.02347,1.14193,8.37761e-16,0.825,1848
"b'000008'","b'CountInput_Min > 1.96 & 0.855 < CountPath_Min <= 1.085'","b'target = 0'",0.14911,334,0.14018,314,0.94012,0.01717,1.13954,1.23861e-09,0.825,1848
"b'000009'","b'0.01 < MAJOR_LINE <= 0.69'","b'target = 0'",0.11429,256,0.10714,240,0.9375,0.01286,1.13636,2.39021e-08,0.825,1848
