,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
1814,1,0,1,6,1,4,98,1,0,6,10,0.87,0,87,1,0,1,1,4.58333333333333,1,1,0.214285714285714,0,9,0.506666666666667,0,2
625,0,1,1,0,0,1,90,1,0,0,35,0.44,0,0,4,1,8,1,5.61538461538461,0,1,0.315789473684211,0,23,0.759206798866855,0,3
779,3,0,2,0,0,3,68,1,0,6,8,0.4,1,76,2,0,4,2,2.35714285714286,0,1,0.296296296296296,0,14,0.963087248322148,0,2
1296,1,2,1,2,0,2,156,1,1,3,23,0.83,0,75,2,0,10,2,2.25925925925926,0,0,0.413793103448276,0,22,0.928921568627451,0,1
936,0,1,1,0,0,8,54,1,0,2,3,0.64,1,50,3,0,12,1,5.75,1,1,0.0625,0,13,0.932515337423313,0,2
1137,0,1,1,0,0,11,134,1,0,6.0,6,0.85,2,89,1,0,11,1,5.57142857142857,0,1,1.22222222222222,0,21,0.926380368098159,0,2
1024,1,2,2,0,0,6,152,1,0,0,17,0.63,1,0,4,1,20,1,2.5,0,1,1.0,0,7,0.856521739130435,0,1
869,0,0,2,0,0,5,166,1,1,3,7,0.79,3,45,3,0,19,1,4.25,2,2,2.1,0,19,0.83175355450237,0,4
912,0,1,1,0,0,13,296,1,1,1,18,1.08,2,25,1,0,20,1,3.2,1,1,0.727272727272727,0,9,0.557377049180328,0,1
1314,0,0,1,0,0,5,195,1,0,0,21,1.26,0,0,1,2,11,3,0.80952380952381,0,0,0.130434782608696,0,13,0.897243107769424,0,5
1437,1,3,1,2,4,4,94,1,0,0,6,1.04,0,60,1,0,5,2,2.1,0,1,0.583333333333333,0,6,0.954954954954955,0,2
1015,0,6.5,1,0,0,1,50,1,0,0,3,0.82,0,0,4,0,11,1,6.66666666666667,2,4,0.6,0,21,0.856060606060606,0,2
27,6,5,4,0,0,1,129,1,1,8.5,28,0.18,0,94,1,1,7,2,8.5,0,1,1.30952380952381,0,10,0.533261802575107,0,1
