,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1,3,1,0,0,9,141,1,0,9,9,0.73,2,75,4,0,1,1,3.69230769230769,1,1,0.533333333333333,0,2,0.908629441624365,0,2
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,0,0,1,0,2,5,65,2,1,0,8,0.56,1,0,4,0,1,2,1.22222222222222,0,2,0.333333333333333,0,6,1.0,0,0
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,6,0,1,1,2,35,467,1,0,0,6,0.89,7,91,4,0,5,1,2.83333333333333,0,2,0.5,0,6,0.846223839854413,1,1
1248,0,0,6,0,0,60,148,1,2,0,0,0.58,33,0,3,1,16,1,19.0,2,1,5.25,0,6,0.979591836734694,0,0
2126,0,0,1,4,1,7,86,2,2,0,6,0.41,5,82,4,0,2,2,1.25,1,1,1.45454545454545,0,6,1.0,0,0
2170,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,0,0,0,0,0,0,444,1,0,1114,0,0.4,0,0,0,1,0,0,0.0,0,0,0.0,0,6,0.768699654775604,5,12
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1,0,1,0,1,6,54,1,1,0,1,1.38,1,0,6,0,5,1,1.0,0,1,0.6,0,6,0.909090909090909,0,0
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,3,0,1,2,4,10,436,2,1,0,36,0.54,5,98,4,0,2,2,1.725,0,1,0.441860465116279,0,6,0.763105507631055,0,0
108,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2,23,1,14,0,1,674,1,0,0,2,0.86,0,91,1,0,12,2,5.14814814814815,0,1,0.482758620689655,0,0,0.881547139403707,0,4
2086,1,0,1,2,1,6,109,2,1,0,4,0.77,1,80,4,0,3,2,2.5,1,1,0.777777777777778,0,6,0.908333333333333,0,0
168,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,0,1,2,5,22,4,159,1,0,0,21,0.71,3,95,1,0,10,1,7.86363636363636,3,2,1.20833333333333,0,6,0.974308300395257,0,0
468,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,3,5,2,2,2,5,333,1,1,3,33,0.51,1,77,2,2,15,2,3.52380952380952,0,1,1.18181818181818,0,6,0.961605584642234,0,0
641,6,8,2,15,7,5,344,1,2,4,40,0.41,1,93,2,0,22,2,4.64285714285714,0,1,1.0,0,6,0.685931558935361,0,0
645,2,0,1,0,0,25,440,3,3,7,9,1.59,3,68,1,0,10,2,4.0,1,0,1.0,0,0,0.851990049751244,0,0
689,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,6,1,2,3,0,12,624,1,6,5,34,0.71,2,88,5,0,30,2,5.65957446808511,0,1,1.38775510204082,0,6,0.633886255924171,0,0
871,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,9,3,2,0,0,20,509,1,0,10,10,0.83,3,82,5,0,52,1,5.13636363636364,0,1,1.75,0,6,0.866449511400652,0,0
936,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1,2,2,0,0,6,152,1,0,0,17,0.63,1,0,4,1,20,1,2.5,0,1,1.0,0,6,0.856521739130435,0,0
1083,0,3,3,0,2,31,210,1,3,0,0,1.22,1,0,1,12,23,2,7.33333333333333,4,1,3.375,0,1,0.928746928746929,0,0
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1,1,1,0,0,14,161,1,0,7,5,0.88,0,69,5,0,18,1,6.25,0,2,1.6,0,2,0.959899749373434,0,2
1139,2,0,1,0,0,8,122,1,0,11,8,0.59,3,74,3,0,13,2,6.2,1,1,1.16666666666667,0,6,0.95822454308094,0,0
1144,0,2,2,0,0,12,80,1,1,6,1,0.47,4,50,5,1,10,1,9.25,0,4,2.16666666666667,0,3,0.979020979020979,0,0
1145,0,1,2,0,1,6,194,1,5,11,19,0.67,0,93,2,17,21,1,6.44,0,0,1.03703703703704,0,5,0.913357400722022,0,0
1146,1,0,1,0,0,9,140,1,0,6,10,0.79,2,72,3,0,15,2,4.63636363636364,1,1,1.76923076923077,0,7,0.942934782608696,0,0
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,7,0,1,8,5,2,118,2,1,9,7,0.53,2,84,4,0,6,1,3.4,0,1,0.388888888888889,0,6,0.955916473317865,0,2
1549,6,0,1,12,7,7,91,1,0,0,1,0.39,3,84,1,0,3,1,4.85714285714286,2,2,2.11111111111111,0,6,0.625,0,0
1562,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,13,0,1,7,7,0,272,1,0,3,7,0.71,2,77,4,0,4,1,4.9,1,1,1.13636363636364,0,6,0.727513227513228,0,2
1612,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,1,0,1,0,4,6,134,1,2,0,16,0.54,1,0,4,0,2,1,3.0,0,1,0.666666666666667,0,6,0.997566909975669,0,1
2105,6,4,1,12,3,8,353,8,10,12,10,0.65,3,90,4,3,8,2,3.8,0,1,0.846153846153846,0,6,1.0,0,0
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,1,0,1,0,1,2,63,1,5,0,11,0.38,1,0,4,0,5,1,1.52941176470588,0,1,0.421052631578947,0,8,0.996376811594203,0,1
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,3,0,1,0,2,6,115,1,0,0,10,0.65,2,0,4,0,7,1,1.0,0,2,0.866666666666667,0,6,1.0,0,0
2094,14,1,1,0,8,5,266,4,1,0,29,0.39,3,0,4,0,5,2,1.77777777777778,0,1,0.3,0,6,0.980633802816901,0,1
1881,0,1,1,0,0,0,15,1,0,1,3,0.62,0,25,2,0,0,1,3.25,2,1,0.714285714285714,0,7,0.875,0,0
19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2,0,1,0,0,11,107,1,0,3,4,1.45,0,61,2,0,7,1,4.0,1,2,1.25,0,7,0.733990147783251,0,0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0,0,0,0,0,0,179,1,0,30,0,5.42,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.685393258426966,0,2
341,1,1,1,1,0,2,72,1,0,4,15,0.58,1,58,2,0,1,1,8.58823529411765,1,1,0.631578947368421,0,0,0.975903614457831,0,0
347,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0,0,1,21,0,6,75,1,0,0,6,2.14,1,100,0,1,2,0,2.66666666666667,0,0,0.111111111111111,0,0,0.611940298507463,0,0
428,0,34,1,14,0,6,739,1,0,0,77,4.2,0,100,1,1,25,1,4.14414414414414,0,0,0.0,0,6,0.941564561734213,0,0
441,1,0,1,0,1,1,200,1,0,11,25,0.96,0,83,2,0,10,1,8.88461538461539,0,1,0.357142857142857,0,0,0.785249457700651,0,3
464,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,2,1,1,0,0,11,223,1,0,9,13,0.68,2,80,4,0,28,1,4.1875,1,1,1.11111111111111,0,6,0.974317817014446,0,0
864,4,3,2,0,0,14,357,1,2,5,13,0.63,3,75,3,0,35,1,6.27272727272727,0,1,1.20833333333333,0,6,0.945402298850575,0,0
869,0,0,2,0,0,10,166,1,1,3,7,0.79,3,45,3,0,19,1,4.25,2,2,2.1,0,6,0.83175355450237,0,0
873,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,0,1,1,0,0,13,140,1,0,1,7,0.92,2,75,5,0,24,1,4.375,0,1,0.7,0,0,0.973760932944606,0,0
928,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,
