,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
869,0,0,2,0,0,5,166,1,1,3,7,0.79,3,45,3,0,19,1,4.25,2,2,2.1,0,19,0.83175355450237,0,4
1439,0,0,1,1,0,5,73,1,0,1,9,0.57,2,88,2,1,17,2,5.55555555555556,0,1,0.545454545454545,0,11,0.952,0,2
628,1,1,1,2,0,4,338,1,2,2,49,0.77,0,78,1,0,11,1,2.09259259259259,0,1,0.535714285714286,0,2,0.990066225165563,0,2
172,0,3,1,17,2,3,81,1,4,13,1,0.31,1,84,3,1,8,1,10.25,3,1,1.09090909090909,0,3,0.865853658536585,0,3
1024,1,2,2,0,0,6,152,1,0,0,17,0.63,1,0,4,1,20,1,2.5,0,1,1.0,0,7,0.856521739130435,0,1
2129,0,0,1,0,1,12,391,1,0,0,26,0.21,20,0,1,0,4,1,0.346153846153846,0,2,0.241379310344828,0,9,0.992,0,1
912,0,1,1,0,0,13,296,1,1,1,18,1.08,2,25,1,0,20,1,3.2,1,1,0.727272727272727,0,6,0.968944099378882,0,2
1437,1,3,1,2,4,4,94,1,0,0,6,1.04,0,60,1,0,5,2,2.1,0,1,0.583333333333333,0,6,0.954954954954955,0,2
572,0,4,1,4,0,4,221,1,0,0,23,3.4,0,100,5,2,12,1,1.51851851851852,0,0,0.0,0,7,0.692090395480226,0,4
620,3,5,2,2,2,5,333,1,1,3,33,0.51,1,77,2,2,15,2,3.52380952380952,0,1,1.18181818181818,0,6,0.961605584642234,0,2
208,1,0,1,0,0,5,117,1,0,4,13,0.47,1,73,1,2,10,2,3.2,1,1,0.666666666666667,0,12,0.960648148148148,0,2
1922,3,3,2,5,23,1,341,2,0,2,20,0.77,3,97,1,0,5,2,2.76923076923077,0,1,1.72413793103448,0,6,0.811111111111111,0,2
1272,3,1,1,0,3,20,459,1,91,0,8,0.92,5,0,2,0,23,1,4.65,0,0,1.09090909090909,0,6,0.978533094812165,0,3
2163,0,2,1,0,5,5,53,1,0,0,3,1.51,0,0,2,0,3,1,15.2,3,1,0.571428571428571,0,14,0.861386138613861,0,3
779,3,3,2,0,0,3,68,1,0,6,8,0.4,1,76,2,0,4,2,2.35714285714286,0,1,0.296296296296296,0,14,0.963087248322148,0,1
1015,0,0,1,0,0,10,50,1,0,0,3,0.82,0,0,4,0,11,1,6.66666666666667,2,4,0.6,0,21,0.535307517084282,0,1
1139,2,0,1,0,0,2,122,1,0,5,8,0.59,3,74,3,0,13,2,6.2,1,1,1.16666666666667,0,16,0.95822454308094,0,1
936,0,1,1,0,0,8,54,1,0,2,3,0.64,1,50,4,0,12,1,5.75,1,1,1.16666666666667,0,6,0.932515337423313,0,0
1519,2,0,1,0,2,5,42,1,0,0,1,1.2,2,0,3,0,8,1,1.33333333333333,1,2,0.6,0,6,0.938144329896907,0,2
2095,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,0,2,2,0,0,12,80,1,0,6,1,0.47,4,50,5,1,10,1,9.25,0,4,2.16666666666667,0,3,0.979020979020979,0,1
1137,0,1,1,0,0,11,134,1,0,15,6,0.85,2,89,2,0,11,1,5.57142857142857,0,1,1.22222222222222,0,6,0.926380368098159,0,2
778,21,9,3,2,6,5,442,3,10,16.5,30,0.34,4,96,1,1,42,3,4.61428571428571,1,1,1.73333333333333,0,6,0.991799544419134,0,0
1145,0,0,2,0,1,6,194,1,5,11,19,0.67,0,93,2,17,21,1,6.44,0,0,1.03703703703704,0,5,0.913357400722022,0,2
2102,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0,0,3,0,0,14,83,1,14.5,2,2,2.13,2,0,1,0,0,1,3.0,3,6,2.6,1,0,0.956521739130435,0,1
819,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,2,0,1,0,0,2,37,1,1,4,3,0.4,0,50,3,0,3,2,3.57142857142857,0,1,1.18181818181818,0,22.5,1.0,0,0
1087,0,9,1,0,0,1,154,1,0,6.5,4,0.39,4,77,3,1,33,1,9.69230769230769,0,1,1.8,0,19,0.970948012232416,0,2
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,2,1,2,0,0,13,199,1,0,1.0,9,0.46,5,82,1,0,22,2,8.33333333333333,1,2,2.5,1,6,0.979591836734694,0,2
603,0,23,1,0,0,8,601,1,0,0,38,5.46,0,0,4,6,4,2,10.983606557377,0,0,0.0,0,6,0.969811320754717,0,2
1562,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,0,2,2,0,0,12,296,1,1,0,19,0.18,2,0,1,0,18,1,2.59090909090909,1,1,2.0,0,14.5,0.810092961487384,0,1
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,1,2,1,2,0,2,21.5,1,1,3,23,0.83,0,75,2,0,10,2,2.25925925925926,0,0,0.413793103448276,0,22,0.928921568627451,0,2
