test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
1955,0,50.0,0.0,1.0,59.0,33.0,3.0,128.0,3.0,61.0,18.0,24.0,12.95,38.0,5.0,2.0,0.0,3.0,1.0,149.7,1.0,11.0,2.3,0.0,11096.0,0.929274292742927,0.0,9.0,0.5141628372685172,0.4858371627314828
1955,1,50.0,0.0,1.0,59.0,33.0,3.0,128.0,3.0,61.0,18.0,24.0,12.95,38.0,5.0,2.0,0.0,3.0,0.0,149.7,1.0,11.0,2.3,0.0,11096.0,0.929274292742927,0.0,9.0,0.5141628372685172,0.4858371627314828
12,0,0.0,2.0,2.0,1.0,3.0,10.0,56.0,1.0,0.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,269.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.529193735108944,0.470806264891056
12,1,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,25.0,0.0,38.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5137133501364136,0.4862866498635864
12,2,0.0,2.0,2.0,1.0,27.0,9.0,56.0,1.0,78.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.512596367102231,0.487403632897769
12,3,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,0.0,0.0,1.0,0.38,16.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5084539964676367,0.4915460035323633
12,4,0.0,2.0,2.0,1.0,3.0,0.0,56.0,1.0,0.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5415439682006835,0.45845603179931654
12,5,0.0,2.0,17.0,1.0,3.0,9.0,56.0,1.0,90.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5091989384294526,0.49080106157054737
12,6,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,83.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5331475637415446,0.46685243625845546
12,7,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,0.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,23.0,1.4,0.0,0.0,1.1,0.0,1.0,0.9024911904932008,0.09750880950679916
12,8,0.0,2.0,2.0,1.0,3.0,58.0,56.0,1.0,0.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,1.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.6562418973451045,0.3437581026548954
12,9,0.0,2.0,2.0,1.0,3.0,9.0,56.0,1.0,43.0,0.0,1.0,0.38,9.0,33.0,1.0,0.0,2.0,1.0,22.6666666666667,1.0,3.0,1.4,0.0,0.0,0.639676113360324,0.0,1.0,0.5331475637415446,0.46685243625845546
16,0,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,10.23,21.0,12.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,1.0,4.0,0.5544150647755337,0.44558493522446624
16,1,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,28.35,10.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,2635.0,1.1,0.0,4.0,0.5650101923578814,0.4349898076421186
16,2,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,1.98,1.0,76.0,1.0,0.0,10.0,4.0,6.46428571428571,288.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.536782877597027,0.46321712240297297
16,3,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,20.04,19.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,7067.0,0.8,0.0,4.0,0.5731594694417064,0.42684053055829363
16,4,5.0,1.0,1.0,304.0,0.0,5.0,186.0,1.0,58.0,4.0,19.0,23.4,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,0.0,1.4,0.0,281.0,0.9,0.0,4.0,0.6057191620713318,0.39428083792866825
16,5,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,43.0,4.0,19.0,5.29,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,134.0,3.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.5312127646118763,0.46878723538812367
16,6,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,18.0,19.0,24.61,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,1.0,0.0,0.0,0.5073225609262272,0.4926774390737728
16,7,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,15.55,37.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,7.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.5436285167621437,0.45637148323785626
16,8,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,10.23,21.0,12.0,2.0,21.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,1.0,4.0,0.5216927509822573,0.47830724901774263
16,9,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,1.98,1.0,76.0,1.0,0.0,10.0,4.0,6.46428571428571,288.0,1.0,0.3,0.0,281.0,0.429503916449086,0.0,4.0,0.5353360608223496,0.46466393917765036
1956,0,1.0,0.0,1.0,0.0,0.0,2.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.5474625324819813,0.4525374675180187
1956,1,1.0,30.0,1.0,0.0,0.0,59.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.5971967921373483,0.40280320786265167
1956,2,1.0,0.0,1.0,0.0,0.0,55.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.5621900370244501,0.4378099629755499
1956,3,1.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,4.8,1.0,244.0,0.938388625592417,0.0,4.0,0.5420354932242211,0.4579645067757789
1956,4,1.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.5474625324819813,0.4525374675180187
1956,5,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,75.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.5634335657436396,0.4365664342563605
1956,6,1.0,0.0,1.0,0.0,0.0,20.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.6,0.0,4.0,0.565368754488264,0.4346312455117361
