Antecedent,Antecedent Coverage %,Confidence,Lift
-9.3 < Del_lines <= 0.5 & -1.04 < CountDeclClassMethod <= 0.14,0.32857,0.99457,1.13375
CountOutput_Mean <= 1.3,0.20804,0.99356,1.13261
MaxNesting_Min > 0.046,0.05625,0.99206,1.1309
CountClassBase <= 0.91,0.16563,0.99191,1.13073
CountClassCoupled <= 0.75,0.20179,0.99115,1.12986
MAJOR_LINE <= -0.155,0.1,0.99107,1.12977
-0.012 < OWN_COMMIT <= 0.063 & 0.745 < CountDeclClass <= 1.015,0.25536,0.98601,1.12401
-0.155 < MAJOR_LINE <= 0.335,0.34554,0.98191,1.11933
1.2 < CountDeclInstanceMethod <= 4.45,0.23884,0.97757,1.11438
0.75 < CountClassCoupled <= 3.8,0.20714,0.97629,1.11292
