Antecedent,Antecedent Coverage %,Confidence,Lift
-0.09 < MAJOR_LINE <= 0.285 & -0.71 < CountDeclClassMethod <= 0.39,0.20179,0.99779,1.17882
1.3 < CountClassCoupled <= 4.55,0.19286,0.98843,1.16776
CountClassCoupled <= 1.3,0.225,0.9881,1.16737
-0.09 < MAJOR_LINE <= 0.285 & -4 < Del_lines <= 52.5,0.27679,0.9871,1.16619
-0.335 < CountDeclMethodPrivate <= 0.145 & -0.055 < CountDeclMethodDefault <= 0.345,0.43259,0.97626,1.15339
CountDeclMethodPrivate <= -0.335,0.08438,0.96825,1.14393
RatioCommentToCode > 1.265,0.19777,0.96614,1.14143
CountDeclClass <= 0.75,0.07768,0.96552,1.1407
-0.09 < MAJOR_LINE <= 0.285,0.33482,0.96533,1.14048
MAJOR_LINE <= -0.09,0.09821,0.96364,1.13847
