Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.3,0.21875,0.99388,1.16316
CountDeclMethodPrivate <= -0.87,0.05982,0.99254,1.16159
-0.96 < CountDeclClassMethod <= 0.26 & 0.09 < CountDeclClass <= 1.06,0.37857,0.99057,1.15928
-0.17 < MAJOR_LINE <= 0.35,0.32902,0.98915,1.15762
-10.4 < Del_lines <= 1.1,0.46696,0.98375,1.1513
MAJOR_LINE <= -0.17,0.1067,0.98326,1.15074
-0.87 < CountDeclMethodPrivate <= 0.15,0.52857,0.98057,1.14759
CountOutput_Mean <= 1.32,0.20446,0.98035,1.14733
-0.014 < OWN_COMMIT <= 0.069,0.33348,0.97858,1.14526
-5.1 < CountDeclInstanceMethod <= 4.4,0.35804,0.97756,1.14406
