Antecedent,Antecedent Coverage %,Confidence,Lift
-0.2 < PercentLackOfCohesion <= 11.4 & 0.68 < CountDeclClass <= 1.06,0.23527,0.99431,1.14629
-0.52 < CountDeclMethodPrivate <= 0.12 & 0.68 < CountDeclClass <= 1.06,0.425,0.9916,1.14317
CountOutput_Mean <= 1.24,0.2067,0.98704,1.13792
0.85 < CountClassCoupled <= 3.55,0.20045,0.98441,1.13488
-0.012 < MaxNesting_Mean <= 0.112,0.30357,0.98382,1.13421
1.24 < CountOutput_Mean <= 2.18,0.20938,0.98294,1.13319
-1.04 < CountDeclClassMethod <= 0.19,0.49196,0.98276,1.13298
-0.49 < CountDeclClassVariable <= 0.09 & 0.68 < CountDeclClass <= 1.06,0.42634,0.98115,1.13113
-13.3 < Del_lines <= 0.2,0.47589,0.97749,1.1269
CountDeclMethodPrivate <= -0.52,0.07679,0.97674,1.12605
