Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.15,0.20047,0.99765,1.16548
0.5 < CountDeclInstanceMethod <= 4.1 & -0.001 < AvgLineBlank <= 0.079,0.16565,0.99148,1.15827
CountInput_Mean <= 1.3 & -0.015 < CountDeclMethodProtected <= 0.22,0.16282,0.98844,1.15472
1.15 < CountClassCoupled <= 4.05,0.21224,0.9867,1.15268
-0.71 < CountDeclClassMethod <= 0.23,0.44235,0.98511,1.15083
0.4 < PercentLackOfCohesion <= 18.4,0.12424,0.98485,1.15052
CountDeclMethodPrivate <= -0.315,0.08188,0.98276,1.14808
-0.47 < CountDeclMethodDefault <= 0 & 0.685 < CountDeclClass <= 1.06,0.42447,0.98226,1.1475
0.15 < CountDeclMethodPrivate <= 0.625,0.06729,0.97902,1.14372
4.05 < CountClassCoupled <= 7.05,0.19012,0.97525,1.13931
