"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'9 < CountLineComment <= 27.8'","b'target = 0'",0.34107,764,0.33884,759,0.99346,0.02746,1.08819,7.23207e-30,0.91295,2045
"b'000001'","b'CountClassCoupled <= 0.34'","b'target = 0'",0.22277,499,0.22098,495,0.99198,0.01761,1.08657,2.25836e-17,0.91295,2045
"b'000002'","b'RatioCommentToCode > 1.905'","b'target = 0'",0.2,448,0.19732,442,0.98661,0.01473,1.08068,4.89154e-13,0.91295,2045
"b'000003'","b'AvgEssential <= 0.63'","b'target = 0'",0.12946,290,0.12768,286,0.98621,0.00948,1.08025,2.29672e-08,0.91295,2045
"b'000004'","b'-0.09 < MAJOR_LINE <= 0.2'","b'target = 0'",0.35848,803,0.35313,791,0.98506,0.02585,1.07899,3.56055e-24,0.91295,2045
"b'000005'","b'-0.023 < OWN_COMMIT <= 0.038'","b'target = 0'",0.41652,933,0.40938,917,0.98285,0.02912,1.07657,1.98485e-27,0.91295,2045
"b'000006'","b'-0.26 < CountDeclMethodPrivate <= 0.11'","b'target = 0'",0.52277,1171,0.51339,1150,0.98207,0.03613,1.07571,2.22746e-37,0.91295,2045
"b'000007'","b'MaxNesting_Mean <= 0.035'","b'target = 0'",0.24152,541,0.23616,529,0.97782,0.01567,1.07106,4.67892e-12,0.91295,2045
"b'000008'","b'0.34 < CountClassCoupled <= 1.88'","b'target = 0'",0.17366,389,0.16964,380,0.97686,0.0111,1.07001,2.37751e-08,0.91295,2045
"b'000009'","b'MINOR_LINE <= 1.03'","b'target = 0'",0.26875,602,0.2625,588,0.97674,0.01715,1.06988,4.30789e-13,0.91295,2045
