test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
6,0,1.0,0.0,1.0,0.0,6.0,1.0,67.0,1.0,1.0,39.0,1.22,0.0,76.0,7.0,0.0,4.0,7.0,1.42857142857143,0.0,2.0,0.0,66.0,0.666666666666667,0.0,2.0,0.0,0.6230292369918743,0.3769707630081257
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,1.0,2.0,0.0,0.0,0.0,217.0,0.3,0.0,2.0,2.0,0.7655605257499141,0.234439474250086
8,0,3.0,0.0,1.0,1.0,14.0,10.0,116.0,2.0,1.0,8.0,0.66,0.0,84.0,7.0,0.0,13.0,12.0,2.0625,1.0,1.0,0.0,192.0,0.7,0.0,1.0,1.0,0.5169724141684351,0.48302758583156497
185,0,1.0,0.0,1.0,1.0,6.0,0.0,114.0,1.0,9.0,32.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.5,0.0,3.0,6.0,0.5460633516656782,0.4539366483343218
238,0,2.0,14.0,1.0,0.0,7.0,2.0,1660.0,14.0,41.0,27.0,1.0,0.0,100.0,2.0,34.0,57.0,3.0,9.6,0.0,0.0,0.0,4.0,0.3,2.0,4.0,8.0,0.5703184758308215,0.42968152416917854
264,0,0.0,3.0,1.0,0.0,5.0,1.0,362.0,1.0,0.0,10.0,1.0,0.0,91.0,2.0,1.0,9.0,6.0,7.69642857142857,1.0,1.0,0.0,17.0,0.6,0.0,3.0,4.0,0.5635057398633929,0.4364942601366071
272,0,0.0,0.0,1.0,0.0,9.0,11.0,187.0,1.0,2.0,43.0,1.16,1.0,87.0,5.0,17.0,10.0,2.0,4.45454545454545,1.0,1.0,0.0,233.0,0.285714285714286,0.0,5.0,3.0,0.5183401316070568,0.4816598683929431
279,0,0.0,0.0,1.0,0.0,7.0,2.0,227.0,2.0,0.0,3.0,1.19,0.0,79.0,6.0,2.0,12.0,1.0,3.88,0.0,1.0,0.0,0.0,1.1,0.0,5.0,4.0,0.9039997331689718,0.09600026683102819
292,0,6.0,0.0,1.0,2.0,6.0,2.0,492.0,7.0,17.0,6.0,0.65,0.0,95.0,5.0,12.0,26.0,2.0,4.58823529411765,0.0,0.0,0.0,4.0,0.37037037037037,3.0,4.0,6.0,0.612782026530014,0.387217973469986
365,0,0.0,0.0,1.0,0.0,7.0,21.0,315.0,8.0,10.0,8.0,1.09,1.0,100.0,5.0,34.0,5.0,2.0,3.09090909090909,0.0,0.0,0.0,167.0,0.6,0.0,4.0,5.0,0.6949187787451585,0.3050812212548415
371,0,3.0,0.0,1.0,0.0,6.0,25.0,244.0,2.0,5.0,7.0,1.69,0.0,84.0,6.0,1.0,6.0,1.0,7.6,0.0,1.0,0.0,30.0,0.4,0.0,5.0,2.0,0.527331388444233,0.47266861155576695
396,0,20.0,1.0,1.0,1.0,5.0,2.0,520.0,17.0,14.0,17.0,0.66,1.0,100.0,6.0,10.0,11.0,3.0,3.32051282051282,0.0,0.0,0.0,4.0,0.454545454545455,0.0,3.0,3.0,0.9002046503854084,0.09979534961459158
416,0,1.0,1.0,1.0,0.0,6.0,26.0,162.0,2.0,4.0,4.0,0.74,0.0,95.0,4.0,238.0,20.0,2.0,3.25,0.0,1.0,0.0,255.0,0.4,0.0,4.0,2.0,0.5255056464875079,0.4744943535124922
468,0,0.0,0.0,1.0,0.0,3.0,1.0,82.0,17.0,1.0,1.0,1.2,0.0,87.0,5.0,4.0,1.0,1.0,5.0,0.0,2.0,0.0,56.0,0.428571428571429,0.0,1.0,2.0,0.5280220067113282,0.4719779932886718
474,0,0.0,0.0,1.0,0.0,7.0,22.0,33.0,1.0,0.0,48.0,1.43,2.0,100.0,1.0,0.0,8.0,2.0,3.0,3.0,7.0,1.0,63.0,0.2,0.0,1.0,1.0,0.6121706990482871,0.3878293009517128
516,0,2.0,1.0,1.0,1.0,4.0,6.0,141.0,3.0,2.0,3.0,0.84,0.0,92.0,7.0,2.0,8.0,3.0,2.73076923076923,0.0,0.0,0.0,52.0,0.333333333333333,0.0,3.0,2.0,0.5943869372990724,0.40561306270092756
534,0,2.0,0.0,1.0,0.0,5.0,17.0,495.0,6.0,0.0,16.0,0.67,0.0,93.0,1.0,0.0,21.0,6.0,2.4,0.0,1.0,0.0,8.0,0.375,0.0,4.0,4.0,0.5861097298479714,0.41389027015202856
549,0,0.0,0.0,2.0,1.0,9.0,3.0,363.0,4.0,10.0,4.0,0.63,1.0,92.0,1.0,1.0,29.0,3.0,3.3125,1.0,1.0,0.0,4.0,0.346153846153846,3.0,5.0,3.0,0.5063942769242198,0.4936057230757802
563,0,0.0,0.0,1.0,0.0,9.0,2.0,113.0,3.0,1.0,34.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,0.4,0.0,1.0,0.0,25.0,0.461538461538462,0.0,4.0,6.0,0.7214830341753422,0.27851696582465774
569,0,3.0,1.0,3.0,0.0,11.0,6.0,192.0,1.0,3.0,4.0,0.41,4.0,79.0,1.0,2.0,28.0,2.0,1.7,2.0,1.0,0.0,76.0,0.263157894736842,0.0,3.0,3.0,0.5550306342035252,0.4449693657964748
