test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
10,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,45.615234375,0.3,0.0,4.0,3.0,0.5,0.5,1,9.209397668254503
14,0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,6.128142833709717,13.0,3.0,0.27,0.0,82.0,1.0,2.0,8.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,245.0,0.428571428571429,0.0,2.0,3.0,0.5,0.5,2,4871857166290.283
1360,0,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,9.630461812019348,11.0,0.59,0.0,69.0,3.0,0.0,8.0,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,490.0,1.0,0.0,3.0,0.0,0.5,0.5,2,4.9340413193130965
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,10.0,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,175.3486328125,0.384615384615385,0.0,4.0,4.0,0.5,0.5,1,8.481763216569526
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,78.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,83.9794921875,0.5,0.0,3.0,3.0,0.5,0.5,1,11.374995640719884
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,58.0,0.6,1.0,86.0,3.0,3.0,14.0,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,365.98974609375,0.384615384615385,0.0,1.0,6.0,0.5,0.5,1,24.741861775573174
110,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.21,0.0,68.0,4.0,0.0,24.0,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,0.263157894736842,62.246533155441284,0.333333333333333,0.0,3.0,2.0,0.5,0.5,1,5.817589089331792
114,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,13.0,0.3,1.0,75.0,4.0,0.0,30.0,1.0,2.53333333333333,0.0,4.53333333333333,1.0,1.0,0.368421052631579,75.81646645069122,0.363636363636364,0.0,3.0,2.0,0.5,0.5,1,7.9155639830917695
115,0,1.0,0.0,1.0,9.07177734375,1.0,0.0,2.0,2.0,6.0,12.0,0.07,0.0,87.0,4.0,0.0,12.0,1.0,4.53333333333333,1.0,3.66666666666667,1.0,1.0,0.277777777777778,0.0,0.428571428571429,0.0,4.0,2.0,0.5,0.5,2,12928222656250.0
116,0,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,8.0,0.2,4.0,33.0,3.430732250213623,0.0,24.0,1.0,4.05263157894737,0.0,6.78947368421053,1.0,1.0,0.227272727272727,0.0,0.3,0.0,3.0,2.0,0.5,0.5,2,25.418938327817195
297,0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,9.9296875,23.0,7.0,0.24,0.0,93.0,1.000732421875,7.0,19.0,1.0,5.39393939393939,1.0,3.24242424242424,1.0,1.0,0.405405405405405,0.0,0.375,0.0,1.0,3.0,0.5,0.5,3,15070312500000.0
343,0,4.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,6.0,0.15,8.0,25.0,2.0,0.0,3.94287109375,2.0,4.41666666666667,0.0,9.0,2.0,1.0,0.941176470588235,37.0,0.454545454545455,0.0,3.0,3.0,0.5,0.5,1,4.734279622789978
350,0,16.0,0.0,1.0,9.61083984375,0.0,2.0,11.0,0.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,16.0,2.0,3.19191919191919,0.0,3.23232323232323,0.0,1.0,0.756521739130435,145.0,0.375,0.0,3.0,9.0,0.5,0.5,3,15471845660011.365
354,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,7.0,0.51,1.0,88.0,4.0,0.0,23.0,2.0,2.89473684210526,0.0,5.52631578947368,0.0,1.0,1.73913043478261,39.0,0.555555555555556,0.0,3.0,1.269775390625,0.5,0.5,1,3.8649835487462125
365,0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,7.0,7.0,7.0,0.35,0.0,62.0,2.0,0.0,13.0,1.0,4.3125,1.0,5.0,1.0,1.0,1.35,14.482666015625,0.428571428571429,0.0,1.0,5.0,0.5,0.5,1,12.831185202419649
381,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,4.0,0.0,19.0,1.0,2.13888888888889,0.0,3.5,1.0,1.0,0.536585365853659,166.17161571979523,0.666666666666667,0.0,2.0,3.0,0.5,0.5,1,13.760481717627234
533,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,0.36,1.0,100.0,3.0737125277519226,0.0,6.0,1.0,2.5,0.0,5.6,1.0,1.0,0.625,0.0,0.4,0.0,1.0,3.0,0.5,0.5,2,10.412050982194067
534,0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,0.38,1.0,100.0,3.18408203125,0.0,5.0,1.0,2.5,0.0,5.4,1.0,1.0,0.625,0.081298828125,0.4,0.0,1.0,3.0,0.5,0.5,2,10.22167035158245
537,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,9.0,52.0,0.22,1.0,97.0,4.0,0.0,20.302734375,1.0,2.74193548387097,0.0,4.5,0.0,1.0,0.457142857142857,78.296630859375,0.384615384615385,0.0,2.0,2.0,0.5,0.5,2,37.62037226639051
538,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,48.0,0.23,1.0,97.0,4.0,0.0,11.3369140625,1.0,2.76666666666667,0.0,4.26666666666667,0.0,1.0,0.454545454545455,0.58984375,0.363636363636364,0.0,1.0,3.0,0.5,0.5,2,37.499840838199106
673,0,5.0,0.0,1.0,1.732177734375,0.0,3.0,1.0,0.0,9.0,7.0,0.47,0.0,92.0,4.0,0.0,8.0,1.0,6.0,1.0,7.33333333333333,2.0,1.0,0.866666666666667,152.0,0.4,0.0,4.0,2.0,0.5,0.5,1,31267822265625.0
731,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.2,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,4.6,1.0,1.0,1.35714285714286,31.0,0.333333333333333,0.0,3.0,3.9306812286376953,0.5,0.5,1,2.744717908646675
759,0,1.0,0.0,1.0,2.607421875,0.0,3.0,1.0,0.0,7.0,11.0,0.78,0.0,89.0,4.0,0.0,8.0,1.0,5.75,1.0,3.91666666666667,1.0,1.0,0.928571428571429,168.0,0.466666666666667,0.0,4.0,3.0,0.5,0.5,1,7392578125000.0
939,0,14.0,0.0,1.0,10.0,5.0,4.0,4.0,21.0,38.0,44.0,0.38,0.0,100.0,2.0,6.0,36.0,2.0,7.13924050632911,0.0,4.0253164556962,0.0,0.0,1.04761904761905,1237.968017578125,0.5,0.0,5.0,0.001953125,0.5,0.5,2,31.732770501810855
1145,0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,22.0,0.2,0.0,0.0,3.0,22.55859375,7.0,1.0,11.4545454545455,0.0,2.04545454545455,1.0,1.0,0.25,240.0,1.0,0.0,1.0,0.0,0.5,0.5,1,33441406250000.0
1161,0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,8.0,0.13,0.0,56.0,4.0,0.0,16.0,2.0,3.36363636363636,1.0,3.5881791548295467,2.0,1.0,1.0,301.0,0.571428571428571,0.0,2.0,1.0,0.5,0.5,1,1.4115264051628993
1184,0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,13.0,0.17,3.0,60.0,3.0,0.0,27.0,2.0,4.14285714285714,0.0,1.6500767299107149,1.0,1.0,0.5,30.0,0.6,0.0,6.0,2.0,0.5,0.5,1,3.208614396241003
1212,0,4.0,10.0,1.0,0.0,0.0,2.0,2.82373046875,0.0,19.0,10.0,0.18,2.0,50.0,4.0,0.0,22.0,2.0,4.0,0.0,1.0,1.0,1.0,1.125,22.0,0.444444444444444,0.0,1.0,2.0,0.5,0.5,2,4176269531250.0
1231,0,7.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,48.0,0.16,1.0,97.0,4.0,0.0,2.614013671875,2.0,2.95,0.0,4.48333333333333,1.0,1.0,0.424242424242424,303.0,0.5,0.0,1.00146484375,7.0,0.5,0.5,2,9.940624248914117
1296,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,3.0,19.0,0.27,3.0,60.0,3.0,0.0,26.0,2.0,3.78947368421053,0.0,3.4269622501574064,1.0,1.0,0.0,16.0,0.6,0.0,7.0,4.0,0.5,0.5,1,2.1746461821922116
1297,0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,14.0,9.0,0.17,3.0,25.0,3.009033203125,0.0,0.0068359375,2.0,3.44444444444444,0.0,1.0,1.0,1.0,0.75,296.0,0.545454545454545,0.0,5.0,3.0,0.5,0.5,3,7.458988558121001
1314,0,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,15.0,0.19,1.0,57.0,4.0,0.0,16.0,1.0,3.57894736842105,0.0,5.26315789473684,1.0,1.0,0.434782608695652,111.65464353561401,0.833333333333333,0.0,5.0,2.0,0.5,0.5,1,9.361482790195867
