test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
16,0,0.0,0.0,1.0,27.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.8,1.0,0.62191415,0.37808582,2
16,1,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,1.05,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,82.0,0.734375,1.0,0.80632824,0.19367176,2
16,2,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,122.0,0.734375,1.0,0.5902984,0.40970162,1
16,3,0.0,0.0,1.0,16.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,166.0,0.734375,1.0,0.8836721,0.11632787,2
16,4,0.0,0.0,1.0,14.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,4.34,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.74455976,0.2554402,2
16,5,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,186.0,0.734375,1.0,0.5902984,0.40970162,1
16,6,0.0,0.0,1.0,77.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,7.42,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.7905664,0.20943362,2
16,7,0.0,0.0,1.0,18.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,150.0,0.734375,1.0,0.8836721,0.11632787,2
16,8,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,182.0,0.3,1.0,0.52127135,0.47872865,2
16,9,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,100.0,0.734375,1.0,0.5902984,0.40970162,1
16,10,0.0,0.0,1.0,76.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.5,1.0,0.8376851,0.1623149,2
16,11,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,1.6,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.5,1.0,0.6564461,0.3435539,2
16,12,0.0,0.0,1.0,6.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,8.24,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.7905664,0.20943362,2
16,13,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,86.0,0.734375,1.0,0.5902984,0.40970162,1
16,14,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,7.05,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,194.0,0.734375,1.0,0.83985054,0.16014943,2
16,15,0.0,0.0,1.0,8.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,3.99,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.74455976,0.2554402,2
16,16,0.0,0.0,1.0,52.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,1.24,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.74980116,0.2501988,2
16,17,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,1.65,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,176.0,0.734375,1.0,0.76506144,0.23493858,2
16,18,0.0,0.0,1.0,86.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.9,1.0,0.5916814,0.40831858,2
16,19,0.0,0.0,1.0,0.0,1.0,2.0,2.0,9.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,72.0,0.734375,1.0,0.769756,0.23024398,2
16,20,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,151.0,0.734375,1.0,0.5902984,0.40970162,1
16,21,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,6.83,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.9,1.0,0.71546197,0.28453806,2
