test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
78,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,848.0,7.0,21.0,62.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,19.1,0.0,0.0,0.0,11.0,1.0,1.0,0.5235264,0.47647363
78,1,0.0,4.0,1.0,2.0,0.0,8.0,2.0,1043.0,5.0,22.0,21.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,41.4,0.0,0.0,0.0,16.0,1.1,1.0,0.57426596,0.42573404
80,0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,261.0,2.0,7.0,31.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,1.0,1.0,2.0,0.5803679,0.41963205
80,1,0.0,0.0,1.0,67.0,2.0,2.0,2.0,254.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,3.0,11.0,1.0,37.0,0.0,2.0,0.0,0.0,0.514127764127764,3.0,0.6766925,0.32330754
85,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,261.0,8.0,7.0,31.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,1.0,1.0,2.0,0.63493204,0.36506793
85,1,6.0,3.0,1.0,1.0,0.0,4.0,3.0,284.0,6.0,8.0,22.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,12.4,0.0,1.0,0.0,82.0,1.0,3.0,0.5721897,0.42781034
85,2,0.0,0.0,1.0,1.0,2.0,1.0,2.0,254.0,1.0,0.0,5.0,7.93,3.0,81.0,5.0,3.0,11.0,1.0,3.23728813559322,0.0,2.0,0.0,0.0,0.514127764127764,3.0,0.5291786,0.4708214
86,0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,4.78,0.0,78.0,2.0,2.0,13.0,3.0,3.58823529411765,1.0,0.0,3.0,0.0,0.57439446366782,2.0,0.70934665,0.29065332
86,1,0.0,1.0,1.0,1.0,0.0,5.0,4.0,105.0,2.0,10.0,8.0,2.07,2.0,83.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.0,1.1,4.0,0.9975268,0.0024731772
86,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,127.0,1.0,3.0,9.0,0.29,0.0,89.0,2.0,0.0,19.0,2.0,39.1,0.0,1.0,0.0,1.0,0.9,0.0,0.67245686,0.32754314
95,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,1043.0,5.0,22.0,21.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,119.0,1.0,1.0,0.51954055,0.48045945
95,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,848.0,7.0,21.0,62.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,30.0,0.0,131.0,1.1,1.0,0.5868899,0.41311008
96,0,0.0,12.0,1.0,1.0,0.0,14.0,2.0,29.0,1.0,1.0,5.0,0.21,0.0,75.0,1.0,0.0,10.0,2.0,3.05882352941176,35.0,1.0,0.0,0.0,0.562189054726368,2.0,0.50749063,0.49250934
104,0,0.0,0.0,1.0,2.0,0.0,17.0,2.0,37.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,49.7,1.0,1.0,0.0,0.0,0.464757709251101,1.0,0.6376734,0.36232662
104,1,3.0,0.0,2.0,1.0,0.0,0.0,3.0,32.0,1.0,4.0,30.0,5.09,1.0,81.0,2.0,1.0,26.0,1.0,3.92857142857143,0.0,1.0,0.0,49.0,0.9,1.0,0.60712236,0.39287764
104,2,0.0,0.0,1.0,1.0,0.0,11.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.66666666666667,1.0,1.0,0.0,89.0,0.722543352601156,1.0,0.5359931,0.4640069
104,3,3.0,0.0,1.0,3.0,0.0,0.0,2.0,31.0,6.0,7.0,12.0,2.62,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.0,0.706744868035191,0.0,0.54600596,0.453994
104,4,0.0,0.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,5.0,5.0,0.13,0.0,78.0,3.0,0.0,19.0,2.0,14.3,0.0,0.0,0.0,1.0,0.9,1.0,0.8622829,0.1377171
134,0,6.0,3.0,1.0,37.0,118.0,4.0,3.0,284.0,6.0,8.0,22.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,82.0,1.0,3.0,0.66870344,0.3312966
134,1,10.0,4.0,1.0,2.0,0.0,1.0,3.0,173.0,12.0,8.0,22.0,0.17,0.0,94.0,2.0,1.0,46.0,2.0,51.3,0.0,0.0,0.0,131.0,1.1,2.0,0.68327516,0.31672484
134,2,1.0,0.0,1.0,5.0,0.0,1.0,2.0,375.0,6.0,35.0,71.0,0.27,8.0,98.0,1.0,2.0,64.0,2.0,6.43523316062176,0.0,0.0,0.0,23.0,1.0,3.0,0.5025636,0.49743637
147,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,155.0,1.0,4.0,2.0,5.3,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.0,0.690909090909091,5.0,0.6282841,0.3717159
