test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1
41,0,6.0,1.0,1.0,81.0,3.0,4.0,2.0,6.0,21.0,4.0,114.0,0.77,0.0,66.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,0.8,0.454545454545455,0.0,0.517432235792697,0.48256776420730296
41,1,1.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,3.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,33.0,0.0,0.495039164490862,0.818181818181818,2.0,0.6906195019476895,0.30938049805231055
41,2,5.0,0.0,1.0,3.0,0.0,14.0,2.0,4.0,13.0,38.0,76.0,0.15,0.0,95.0,1.0,1.0,3.0,0.0,3.09574468085106,0.0,1.0,0.0,0.709077380952381,0.529411764705882,1.0,0.6007179171464818,0.3992820828535181
41,3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,26.0,16.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,3.0,11.659793814433,0.0,0.0,0.0,0.640387275242047,1.0,2.0,0.5352218394754407,0.46477816052455934
41,4,0.0,4.0,1.0,1.0,0.0,9.0,2.0,2.0,20.0,21.0,77.0,1.44,0.0,94.0,1.0,20.0,1.0,6.0,12.4,0.0,0.0,0.0,0.672477548864237,1.0,2.0,0.5376125332450641,0.4623874667549359
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,2.0,7.01204819277108,0.0,1.0,0.0,1.0,1.0,2.0,0.571131832934965,0.42886816706503506
43,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,37.0,1.0,0.33,0.0,96.0,2.0,45.0,15.0,3.0,11.659793814433,0.0,0.0,0.0,0.640387275242047,1.0,2.0,0.6016349417307865,0.3983650582692136
43,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,38.0,40.0,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.48809523809524,1.0,1.0,0.0,0.815748031496063,0.0,0.0,0.5203672906126733,0.4796327093873267
43,3,5.0,1.0,1.0,5.0,0.0,1.0,2.0,15.0,10.0,37.0,1.0,0.15,0.0,95.0,1.0,0.0,5.0,4.0,2.90361445783133,0.0,1.0,0.0,0.667692307692308,0.846153846153846,1.0,0.6945685879176675,0.30543141208233243
48,0,5.0,5.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,8.0,27.0,27.0,4.0,35.2,0.0,15.0,0.0,0.527462121212121,0.1,2.0,0.56501411651154,0.43498588348846
