test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,7.0,21.0,2.0,64.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,1.0,1.0,1.0,0.5330631784136983,0.4669368215863017,5
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,4.0,77.0,0.55,0.0,80.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.9,0.5,2.0,0.5185999052992787,0.48140009470072126,3
48,0,6.0,3.0,1.0,1.0,0.0,4.0,2.0,6.0,1.0,22.0,38.0,0.39,0.0,81.0,1.0,3.0,6.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0,0.5114726862027905,0.48852731379720954,4
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,3.0,8.0,1.43,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,1.0,0.625,1.0,0.5124268555540952,0.48757314444590477,3
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,4.0,13.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.5902213872188782,0.4097786127811218,2
97,0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,6.0,35.0,4.0,157.0,0.27,0.0,80.0,1.0,2.0,64.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,1.1,3.0,0.5429120715751672,0.45708792842483276,4
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,23.0,0.24,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.5101261910154391,0.4898738089845609,2
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.9,0.2,0.0,0.5041272279766579,0.4958727720233421,2
127,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,23.0,16.0,7.0,0.05,0.0,88.0,3.0,0.0,38.0,2.0,5.10810810810811,0.0,1.0,0.0,0.607072691552063,1.0,1.0,0.6161513663499248,0.38384863365007516,2
133,0,4.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,27.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.5123717567328979,0.4876282432671021,2
