test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
11,0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,55.0,1.0,4.0,1.0,7.0,21.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.6,0.0,2.0,1.0,3.0,0.51,0.49
1516,0,15.0,0.0,2.0,0.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.1,0.0,3.0,0.0,2.0,0.53,0.47
1516,1,0.0,29.0,1.0,0.0,0.0,8.0,1.0,23.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.75,0.0,2.0,2.0,2.0,0.58,0.42
1516,2,0.0,0.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,124.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.9,0.0,4.0,0.0,1.0,0.53,0.47
1516,3,0.0,1.0,1.0,12.0,38.0,17.0,2.0,175.0,7.0,8.0,53.0,118.0,0.0,2.0,733.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,1.0,0.51,0.49
38,0,5.0,0.0,1.0,2.0,76.0,4.0,1.0,692.0,2.0,29.0,33.0,79.0,16.0,3.0,17.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,3.0,0.52,0.48
38,1,15.0,0.0,2.0,0.0,0.0,5.0,4.0,329.0,3.0,0.0,28.0,4.0,7.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0,0.0,0.52,0.48
38,2,0.0,29.0,1.0,0.0,0.0,8.0,1.0,261.0,1.0,0.0,0.0,186.0,0.0,1.0,1.0,33.0,2.0,0.0,1.0,0.0,0.75,0.0,2.0,2.0,2.0,0.51,0.49
38,3,0.0,0.0,1.0,1.0,24.0,3.0,1.0,212.0,1.0,11.0,5.0,43.0,0.0,1.0,0.0,3.0,4.0,285.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.52,0.48
58,0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,129.0,1.0,15.0,12.0,8.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,2.0,0.0,2.0,0.51,0.49
