Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_LINE <= 0.05 & -10.6 < Added_lines <= 7.4,0.16765,0.99708,1.73849
CountClassCoupled <= 0.6 & -10.6 < Added_lines <= 7.4,0.12451,0.98425,1.71613
CountLineComment <= 22 & -10.6 < Added_lines <= 7.4,0.11912,0.97119,1.69336
AvgLineComment <= 0.6 & -10.6 < Added_lines <= 7.4,0.11716,0.97071,1.69252
-0.15 < AvgLineBlank <= 0.48 & -10.6 < Added_lines <= 7.4,0.16765,0.96491,1.68241
PercentLackOfCohesion <= 0 & -10.6 < Added_lines <= 7.4,0.18824,0.96354,1.68002
1.46 < CountInput_Mean <= 2.82 & -10.6 < Added_lines <= 7.4,0.11667,0.94958,1.65568
MAJOR_LINE <= 0.05 & -0.31 < CountDeclMethodPrivate <= 0.18,0.13039,0.94737,1.65182
-10.6 < Added_lines <= 7.4 & -0.52 < CountDeclMethodProtected <= 0.03,0.34069,0.93094,1.62317
CountClassCoupled <= 0.6 & -0.99 < CountDeclClassVariable <= 0,0.11176,0.92982,1.62123
