Antecedent,Antecedent Coverage %,Confidence,Lift
Added_lines <= -4 & MAJOR_LINE <= 0.135,0.0348,1.0,2.0218
MAJOR_LINE <= 0.135 & -4 < Added_lines <= 11,0.10539,0.9814,1.98419
0.135 < MAJOR_LINE <= 0.81 & -4 < Added_lines <= 11,0.09069,0.96216,1.9453
CountClassCoupled <= 1.3 & -4 < Added_lines <= 11,0.09951,0.95567,1.93217
CountDeclMethodPublic <= 1.35 & -4 < Added_lines <= 11,0.09608,0.95408,1.92897
1.3 < CountClassCoupled <= 3.95 & -4 < Added_lines <= 11,0.09412,0.95313,1.92703
MaxNesting_Mean <= 0.085 & -4 < Added_lines <= 11,0.10882,0.95045,1.92162
CountInput_Mean <= 1.54 & -4 < Added_lines <= 11,0.10539,0.93023,1.88075
AvgLineComment <= 1.86 & -4 < Added_lines <= 11,0.10784,0.92727,1.87476
29.5 < CountLineComment <= 72.5 & -4 < Added_lines <= 11,0.16471,0.9256,1.87137
