Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_LINE <= 0.37 & -3.2 < Added_lines <= 10.2,0.10931,0.97309,2.0133
CountOutput_Min > 2.145 & MAJOR_LINE <= 0.37,0.05637,0.96522,1.997
MaxNesting_Min > 0.623 & -3.2 < Added_lines <= 10.2,0.08529,0.95402,1.97384
CountLineComment <= 33 & -3.2 < Added_lines <= 10.2,0.11422,0.95279,1.97129
0.14 < CountDeclClassVariable <= 1.3 & -3.2 < Added_lines <= 10.2,0.07794,0.9434,1.95185
0.14 < CountDeclClassVariable <= 1.3 & 0.81 < MaxInheritanceTree <= 1.36,0.0348,0.92958,1.92326
MaxInheritanceTree <= 0.81 & CountDeclClassVariable <= 0.14,0.03382,0.92754,1.91904
PercentLackOfCohesion <= 10.8 & -3.2 < Added_lines <= 10.2,0.12647,0.92248,1.90858
PercentLackOfCohesion <= 10.8 & MAJOR_LINE <= 0.37,0.08578,0.92,1.90345
PercentLackOfCohesion <= 10.8 & -0.6 < CountDeclMethodPrivate <= 0.68,0.08284,0.91716,1.89757
