Antecedent,Antecedent Coverage %,Confidence,Lift
0.952 < OWN_LINE <= 0.9755 & -0.17 < AvgLineBlank <= 0.25,0.04755,1.0,1.45923
-2.4 < Added_lines <= 6.7,0.57108,0.97854,1.42791
MAJOR_LINE <= 0.025 & 0.918 < CountOutput_Min <= 1.088 & 0.97 < CountDeclClass <= 1.07,0.0951,0.97423,1.42162
MAJOR_LINE <= 0.025 & -0.59 < CountDeclMethodPrivate <= 0.05,0.15637,0.96865,1.41348
MAJOR_LINE <= 0.025 & -0.58 < CountDeclClassMethod <= 0.09,0.11814,0.95851,1.39868
CountLineComment <= 29.5 & 0.918 < CountOutput_Min <= 1.088,0.05686,0.9569,1.39633
MAJOR_LINE <= 0.025 & -0.17 < AvgLineBlank <= 0.25,0.10245,0.95215,1.38941
0.58 < MaxInheritanceTree <= 1.24 & 0.995 < CountClassBase <= 1.2,0.0701,0.95105,1.3878
0.8445 < OWN_LINE <= 0.9265 & MAJOR_LINE <= 0.025,0.0799,0.95092,1.38761
0.9265 < OWN_LINE <= 0.952 & -0.59 < CountDeclMethodPrivate <= 0.05,0.17255,0.94886,1.38461
