Antecedent,Antecedent Coverage %,Confidence,Lift
2.8 < CountClassCoupled <= 5.7 & -10.5 < Added_lines <= 13.5,0.11078,0.9823,1.88159
CountInput_Mean <= 1.38 & -10.5 < Added_lines <= 13.5,0.10196,0.97115,1.86024
CountLineComment <= 36 & -10.5 < Added_lines <= 13.5,0.12794,0.96935,1.85678
MaxNesting_Mean <= 0.225 & CountLineComment <= 36,0.0799,0.94479,1.80973
-10.5 < Added_lines <= 13.5 & -1 < CountDeclMethodPrivate <= 0.34,0.26471,0.94444,1.80908
0.05 < CountDeclMethodPublic <= 4.2 & -10.5 < Added_lines <= 13.5,0.17255,0.93466,1.79033
-0.01 < MAJOR_LINE <= 0.47 & -10.5 < Added_lines <= 13.5,0.17059,0.93391,1.78889
OWN_LINE > 0.978 & -1 < CountDeclMethodPrivate <= 0.34,0.05784,0.9322,1.78563
MaxNesting_Mean <= 0.225 & PercentLackOfCohesion <= 3,0.07059,0.93056,1.78247
CountLineComment <= 36 & -0.198 < CountDeclClassMethod <= 0.018,0.13824,0.92199,1.76606
