,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
32,0.0,0.0,0.565217391304348,0.0,0.664705882352941,0.0,4.0,1.0,0.0,0.0,0.07999999999999996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5652173913043477,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0
1188,97.0,0.714285714285714,20.999999999999996,6.14876033057851,0.8319999999999994,0.0,153.99999999999997,3.0,0.0,4.0,0.09999999999999998,1.0,97.0,4.0,0.0,21.0,2.0,4.15702479338843,0.0,6.14876033057851,1.0,1.0,0.832,0.0,0.714285714285714,0.0,5.0,5.0
1349,94.0,0.8,13.0,8.0,0.916666666666667,2.0,55.0,1.0,0.0,0.0,0.19000000000000006,4.0,94.0,1.0,0.0,13.0,2.0,4.44444444444444,1.0,8.0,2.0,1.0,0.916666666666667,0.0,0.8,0.0,5.0,10.0
578,94.0,0.933333333333333,14.0,0.666666666666667,3.87179487179487,0.0,45.0,2.0,7.0,3.0,0.10999999999999999,2.0,94.0,5.0,1.0,14.0,2.0,4.25641025641026,1.0,3.87179487179487,1.0,1.0,0.666666666666667,0.0,0.9333333333333329,0.0,2.0,8.0
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1.0,29.0,5.33870967741935,2.0,0.5735294117647061,0.0,71.0,5.0,0.0,1.0,0.13,1.0,75.0,3.0,0.0,29.0,2.0,3.79032258064516,0.0,5.33870967741935,1.0,1.0,0.573529411764706,0.0,1.0,0.0,4.0,8.0
816,95.0,0.66403162055336,26.0,2.95,0.5684210526315789,0.0,103.0,5.0,2.0,2.0,0.10999999999999999,1.0,95.0,3.0,0.0,26.0,2.0,3.33707865168539,0.0,5.86516853932584,1.0,1.0,0.568421052631579,0.0,0.66403162055336,0.0,7.0,10.0
1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1.0,18.0,5.18888888888889,89.0,1.2446808510638299,2.0,297.0,3.0,0.0,13.0,0.27,1.0,89.0,2.0,0.0,18.0,3.0,3.93333333333333,0.0,5.18888888888889,0.0,1.0,1.24468085106383,0.0,1.0,0.0,3.0,5.0
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,52.0,0.337278106508876,32.0,9.68932038834951,2.0,3.0,471.00000000000006,1.0,0.0,3.0,0.24,1.0,52.0,1.0,0.0,32.0,1.0,4.47572815533981,0.0,9.68932038834951,0.0,1.0,0.12380952380952398,0.0,0.337278106508876,0.0,1.0,3.0
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
