,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
32,0.0,0.0,18.0,0.664705882352941,0.08000000000000007,0.0,4.0,1.0,0.0,0.0,0.07999999999999996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5652173913043477,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0
1188,154.0,27.0,39.99999999999999,5.0,3.0,0.0,153.99999999999997,3.0,0.0,4.0,0.09999999999999998,1.0,97.0,4.0,0.0,21.0,2.0,4.15702479338843,0.0,6.14876033057851,1.0,1.0,0.832,0.0,0.714285714285714,0.0,5.0,5.0
1349,4.0,10.0,7.999999999999999,8.0,5.0,2.0,55.0,1.0,0.0,0.0,0.19000000000000006,4.0,94.0,1.0,0.0,13.0,2.0,4.44444444444444,1.0,8.0,2.0,1.0,0.916666666666667,0.0,0.8,0.0,5.0,10.0
578,0.933333333333333,15.0,1.0,5.0,9.0,0.0,45.0,2.0,7.0,3.0,0.10999999999999999,2.0,94.0,5.0,1.0,14.0,2.0,4.25641025641026,1.0,3.87179487179487,1.0,1.0,0.666666666666667,0.0,0.9333333333333329,0.0,2.0,8.0
633,28.0,21.0,11.0,9.0,5.0,0.0,33.0,11.0,0.0,0.0,0.08999999999999997,0.0,95.0,1.0,4.0,20.0,2.0,4.57894736842105,1.0,3.63157894736842,1.0,1.0,0.941176470588235,0.0,1.0,0.0,1.0,0.0
678,13.0,20.0,317.0,89.0,3.0,0.0,99.0,2.0,0.0,2.0,0.050000000000000044,0.0,100.0,2.0,0.0,89.0,1.0,5.8,0.0,3.8625,1.0,1.0,0.507739938080495,0.0,0.763048016701461,0.0,1.0,13.0
658,47.0,13.0,39.99999999999999,3.0,3.0,0.0,198.0,23.0,0.0,47.0,0.12,0.0,98.0,4.0,4.0,53.0,2.0,3.2817679558011,0.0,5.27624309392265,0.0,0.0,0.760975609756098,0.0,0.699822380106572,0.0,4.0,13.0
780,0.0,43.0,2.0,3.0,0.0,1.0,498.0,6.0,17.0,14.000000000000002,0.15000000000000002,2.0,97.0,3.0,3.0,64.0,2.0,4.69918699186992,0.0,7.72357723577236,0.0,1.0,1.12252964426877,0.0,0.87823275862069,2.0,3.0,19.0
806,20.0,16.0,57.0,0.0,0.0,0.0,468.99999999999994,9.0,3.0,18.0,0.06999999999999995,0.0,100.0,3.0,0.0,54.0,2.0,5.80628272251309,0.0,6.14485165794066,1.0,0.0,0.835334476843911,0.0,0.478550295857988,3.9999999999999996,2.0,20.0
809,0.0,20.0,29.000000000000004,8.0,4.0,0.0,71.0,5.0,0.0,1.0,0.13,1.0,75.0,3.0,0.0,29.0,2.0,3.79032258064516,0.0,5.33870967741935,1.0,1.0,0.573529411764706,0.0,1.0,0.0,4.0,8.0
816,7.0,19.0,10.0,2.0,12.0,0.0,103.0,5.0,2.0,2.0,0.10999999999999999,1.0,95.0,3.0,0.0,26.0,2.0,3.33707865168539,0.0,5.86516853932584,1.0,1.0,0.568421052631579,0.0,0.66403162055336,0.0,7.0,10.0
1634,70.0,143.0,20.999999999999996,45.0,0.7941176470588229,1.0,165.0,2.0,0.0,1.0,0.09999999999999998,1.0,99.0,2.0,0.0,45.0,1.0,6.30985915492958,1.0,8.408450704225352,1.0,1.0,1.32,0.0,0.794117647058823,0.0,1.0,2.0
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,0.0,89.0,5.18888888888889,27.0,10.0,2.0,297.0,3.0,0.0,13.0,0.27,1.0,89.0,2.0,0.0,18.0,3.0,3.93333333333333,0.0,5.18888888888889,0.0,1.0,1.24468085106383,0.0,1.0,0.0,3.0,5.0
988,0.0,47.0,54.0,37.0,4.0,1.0,168.0,15.0,0.0,54.0,0.14,0.0,100.0,2.0,5.0,19.0,2.0,4.51960784313725,0.0,4.83333333333333,0.0,0.0,1.02542372881356,0.0,0.66798418972332,0.0,3.0,6.0
1016,3.0,3.0,471.0,32.0,52.0,3.0,471.00000000000006,1.0,0.0,3.0,0.24,1.0,52.0,1.0,0.0,32.0,1.0,4.47572815533981,0.0,9.68932038834951,0.0,1.0,0.12380952380952398,0.0,0.337278106508876,0.0,1.0,3.0
476,0.0,4.0,41.0,8.0,1130.0,8.000000000000002,1130.0,1.0,0.0,5.0,2.15,0.0,83.0,1.0,1.0,41.0,2.0,9.36283185840708,0.0,2.99115044247788,1.0,1.0,0.216,0.0,0.504424778761062,0.0,1.0,4.0
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
