test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
16,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,18.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,1.1,1.0,0.9595452840186806,0.04045471598131946,2
16,1,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,35.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,31.0,0.734375,1.0,0.8841578724095094,0.11584212759049058,2
16,2,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,16.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.8043209401210929,0.19567905987890713,1
16,3,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,30.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,102.0,0.734375,1.0,0.9221727993350152,0.07782720066498479,2
16,4,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.8,1.0,0.6743383505980752,0.32566164940192477,1
16,5,0.0,0.0,1.0,0.0,1.0,2.0,2.0,46.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.8,1.0,0.7556938834757113,0.2443061165242887,2
16,6,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,141.0,0.734375,1.0,0.8402880109731009,0.15971198902689906,1
16,7,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,71.0,0.734375,1.0,0.8402880109731009,0.15971198902689906,1
16,8,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,6.0,28.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.8815466126974143,0.1184533873025857,2
16,9,0.0,0.0,1.0,0.0,1.0,2.0,2.0,444.0,24.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.5927768305158221,0.40722316948417786,2
16,10,0.0,0.0,1.0,0.0,1.0,2.0,2.0,879.0,1.0,32.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.5327858784566628,0.46721412154333725,2
16,11,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,8.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.6,1.0,0.5586799820822345,0.44132001791776554,2
16,12,0.0,0.0,1.0,0.0,1.0,2.0,2.0,38.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.5596851774803352,0.4403148225196648,1
16,13,0.0,0.0,1.0,0.0,1.0,2.0,2.0,627.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,61.0,0.734375,1.0,0.6277394180142541,0.3722605819857458,2
16,14,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,2.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.4,1.0,0.6693837484485339,0.33061625155146607,2
16,15,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,2.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.6145134674550776,0.38548653254492243,1
