test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
141,0,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,3.0,1.0,1.0,14.25,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.54,0.46
195,0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,76.0,3.0,16.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.67,0.33
216,0,1.0,0.0,1.0,1.0,51.0,1.0,3.0,102.0,5.0,1.0,2.0,56.0,0.0,2.0,0.0,5.0,2.0,0.0,2.48275862068966,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.53,0.47
310,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,45.0,1.0,30.0,18.0,36.0,0.0,1.0,0.0,22.0,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,0.0,3.0,5.0,0.57,0.43
601,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.0,2.0,0.0,13.0,52.0,0.0,5.0,0.0,1.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.8,0.0,3.0,5.0,0.53,0.47
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,97.0,73.0,30.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0,0.53,0.47
655,0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,31.0,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.51,0.49
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,10.0,6.0,18.0,1.0,3.0,1.0,10.0,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.73,0.27
897,0,1.0,0.0,2.0,0.0,17.0,1.0,3.0,133.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,7.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.52,0.48
939,0,3.0,0.0,2.0,2.0,70.0,0.0,0.0,495.0,4.0,12.0,4.0,78.0,0.0,2.0,0.0,0.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,7.0,0.55,0.45
946,0,2.0,0.0,1.0,1.0,18.0,3.0,4.0,106.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,15.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.52,0.48
1669,0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,42.0,2.0,2.0,0.0,35.0,0.0,6.0,0.0,5.0,1.0,0.0,1.86486486486486,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.61,0.39
2829,0,1.0,0.0,1.0,1.0,0.0,5.0,4.0,62.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0,0.53,0.47
2994,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,33.0,6.0,11.0,20.0,0.0,3.0,0.0,64.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0,0.56,0.44
3867,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,56.0,18.0,5.0,3.0,13.0,18.0,1.0,4.0,22.0,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0,0.51,0.49
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,3.0,99.0,3.0,3.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,0.0,0.53,0.47
4147,0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,47.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,0.0,0.57,0.43
4304,0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,97.0,59.0,7.0,0.0,167.0,0.0,3.0,2.0,32.0,4.0,0.0,2.59659090909091,1.0,1.0,0.0,0.625,0.0,2.0,8.0,0.51,0.49
4555,0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,20.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,17.4,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.56,0.44
4941,0,5.0,0.0,1.0,1.0,2.0,1.0,2.0,71.0,2.0,7.0,9.0,23.0,0.0,3.0,0.0,7.0,2.0,1.0,4.54285714285714,1.0,1.0,0.0,0.7,0.0,2.0,1.0,0.77,0.23
