"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 1.85'","b'target = 0'",0.20134,451,0.19955,447,0.99113,0.01457,1.07878,6.8814e-14,0.91875,2058
"b'000001'","b'2 < PercentLackOfCohesion <= 31.5'","b'target = 0'",0.16205,363,0.15937,357,0.98347,0.01049,1.07044,1.17542e-08,0.91875,2058
"b'000002'","b'CountClassBase <= 0.86'","b'target = 0'",0.13348,299,0.13125,294,0.98328,0.00861,1.07023,3.63337e-07,0.91875,2058
"b'000003'","b'0.95 < CountDeclMethodPublic <= 3.1'","b'target = 0'",0.22098,495,0.21696,486,0.98182,0.01394,1.06865,3.37467e-11,0.91875,2058
"b'000004'","b'CountDeclMethodPublic <= 0.95'","b'target = 0'",0.18929,424,0.18571,416,0.98113,0.01181,1.0679,2.42926e-09,0.91875,2058
"b'000005'","b'CountClassCoupled <= 0.7'","b'target = 0'",0.17768,398,0.17411,390,0.9799,0.01086,1.06656,1.9939e-08,0.91875,2058
"b'000006'","b'-0.09 < CountDeclInstanceVariable <= 0.69'","b'target = 0'",0.28973,649,0.28348,635,0.97843,0.01729,1.06496,2.10354e-13,0.91875,2058
"b'000007'","b'1.095 < RatioCommentToCode <= 1.85'","b'target = 0'",0.20313,455,0.19866,445,0.97802,0.01204,1.06451,4.88507e-09,0.91875,2058
"b'000008'","b'2.18 < CountClassCoupled <= 4.06'","b'target = 0'",0.22098,495,0.21607,484,0.97778,0.01304,1.06425,9.1192e-10,0.91875,2058
"b'000009'","b'0.7 < CountClassCoupled <= 2.18'","b'target = 0'",0.2192,491,0.21429,480,0.9776,0.0129,1.06405,1.26141e-09,0.91875,2058
