test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1499,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8224338982381926,0.17756610176180762,1
1499,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8659147576390348,0.13408524236096522,2
1499,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8724438176477883,0.12755618235221175,3
1499,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8762144487760835,0.1237855512239165,4
1499,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8369792291684269,0.1630207708315729,2
1499,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8382095475177622,0.16179045248223764,3
1499,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8390892677181369,0.16091073228186326,2
1499,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8494989611238487,0.15050103887615138,3
1499,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8504576957505716,0.1495423042494284,4
1499,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8405024370075871,0.1594975629924129,2
