test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
0,0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.5055652328523879,0.49443476714761214,1
0,1,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,1.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.7800062065017925,0.2199937934982074,2
0,2,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.9011544869102655,0.09884551308973452,3
0,3,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,6.0,0.0,0.461538461538462,0.0,5.0,0.0,0.9335036407778252,0.06649635922217476,4
0,4,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,87.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,47.0,0.461538461538462,0.0,5.0,0.0,0.5056318296747119,0.4943681703252881,2
0,5,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,17.89,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.6981439586696866,0.3018560413303134,2
0,6,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,17.89,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.0,0.0,5.0,0.0,0.8144615778529058,0.18553842214709418,3
0,7,0.0,1.0,1.0,3.0,0.0,5.0,3.0,0.0,4.0,8.0,17.89,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.0,0.0,5.0,0.0,0.8277677620415282,0.17223223795847173,4
0,8,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,0.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.6559790495728086,0.3440209504271914,2
0,9,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,0.0,2.0,0.0,12.0,1.0,3.0,1.0,0.0,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,5.0,0.0,0.7720176965557928,0.22798230344420728,3
