,score,project,explainer,model
476,0.0,jruby@2,LIME,LGBM
1349,0.0,jruby@2,LIME,LGBM
793,0.0,jruby@2,LIME,LGBM
771,0.0,jruby@2,LIME,LGBM
678,0.0,jruby@2,LIME,LGBM
956,0.3148367280441251,jruby@2,LIME,LGBM
1016,0.0,jruby@2,LIME,LGBM
1188,0.3333333333333333,jruby@2,LIME,LGBM
775,0.5,jruby@2,LIME,LGBM
32,0.1825095057034221,jruby@2,LIME,LGBM
575,0.04336947456213512,jruby@2,LIME,LGBM
578,0.04336947456213512,jruby@2,LIME,LGBM
782,0.0,jruby@2,LIME,LGBM
769,0.12502789597838437,jruby@2,LIME,LGBM
633,0.4283155884521516,jruby@2,LIME,LGBM
905,0.3507736703149308,jruby@2,LIME,LGBM
658,0.31303964555110836,jruby@2,LIME,LGBM
780,0.8149502440770646,jruby@2,LIME,LGBM
988,0.571871795023827,jruby@2,LIME,LGBM
788,0.6464318861048016,jruby@2,LIME,LGBM
806,0.7011357769772504,jruby@2,LIME,LGBM
750,0.7724095334877684,jruby@2,LIME,LGBM
1623,0.0,hive@1,LIME,LGBM
1945,0.0,hive@1,LIME,LGBM
1798,0.0,hive@1,LIME,LGBM
2241,0.0,hive@1,LIME,LGBM
499,0.0,hive@1,LIME,LGBM
1851,0.0,hive@1,LIME,LGBM
1789,0.0,hive@1,LIME,LGBM
1806,0.0,hive@1,LIME,LGBM
1581,0.0,hive@1,LIME,LGBM
1958,0.0,hive@1,LIME,LGBM
1899,0.0,hive@1,LIME,LGBM
834,0.0,hive@1,LIME,LGBM
1998,0.0,hive@1,LIME,LGBM
1720,0.0,hive@1,LIME,LGBM
645,0.0,hive@1,LIME,LGBM
1431,0.1791044776119403,hive@1,LIME,LGBM
1853,0.0,hive@1,LIME,LGBM
1965,0.21656545041163916,hive@1,LIME,LGBM
1059,0.669324080174603,hive@1,LIME,LGBM
1793,0.0,hive@1,LIME,LGBM
1794,0.0,hive@1,LIME,LGBM
565,0.42768016328931757,hive@1,LIME,LGBM
1795,0.0,hive@1,LIME,LGBM
1915,0.0,hive@1,LIME,LGBM
984,0.0,hive@1,LIME,LGBM
1438,0.0,hive@1,LIME,LGBM
1799,0.0,hive@1,LIME,LGBM
1802,0.0,hive@1,LIME,LGBM
1604,0.0,hive@1,LIME,LGBM
1922,0.0,hive@1,LIME,LGBM
1933,0.0,hive@1,LIME,LGBM
1939,0.0,hive@1,LIME,LGBM
1966,0.7066666666666666,hive@1,LIME,LGBM
376,0.6836755732519781,hive@1,LIME,LGBM
851,0.013986013986014003,hive@1,LIME,LGBM
1650,1.0,hive@1,LIME,LGBM
1850,0.8506784893257063,hive@1,LIME,LGBM
1814,0.0,hive@1,LIME,LGBM
1817,0.13759456770044687,hive@1,LIME,LGBM
209,0.4870902814790046,hive@1,LIME,LGBM
1605,0.0,hive@1,LIME,LGBM
1805,0.0,hive@1,LIME,LGBM
831,0.0,hive@1,LIME,LGBM
1938,0.0,hive@1,LIME,LGBM
429,0.5937915981881543,hive@1,LIME,LGBM
1955,0.1935483870967742,hive@1,LIME,LGBM
677,0.49211305510905284,hive@1,LIME,LGBM
1280,0.0,hive@1,LIME,LGBM
366,1.0,hive@1,LIME,LGBM
2049,0.8548387096774195,hive@1,LIME,LGBM
766,0.7258064516129032,hive@1,LIME,LGBM
208,0.0,hive@1,LIME,LGBM
1937,0.7066666666666666,hive@1,LIME,LGBM
308,0.47039055197110996,hive@1,LIME,LGBM
1944,0.5784487282014499,hive@1,LIME,LGBM
305,0.874737285383535,hive@1,LIME,LGBM
26,0.5276186161907787,hive@1,LIME,LGBM
498,0.15424101344217173,hive@1,LIME,LGBM
1855,0.5048520231610768,hive@1,LIME,LGBM
350,0.7588682908157952,hive@1,LIME,LGBM
2128,0.0,hive@1,LIME,LGBM
1669,0.0,camel@0,LIME,LGBM
987,1.0,camel@0,LIME,LGBM
1534,0.125,camel@0,LIME,LGBM
454,0.0,camel@0,LIME,LGBM
2077,0.22857142857142856,camel@0,LIME,LGBM
956,0.0,camel@0,LIME,LGBM
923,0.11770604881596707,camel@0,LIME,LGBM
799,0.0,camel@0,LIME,LGBM
865,0.8089166424611208,camel@0,LIME,LGBM
1620,0.6572328488305063,camel@0,LIME,LGBM
2911,0.6546536707079772,camel@0,LIME,LGBM
920,0.0,camel@0,LIME,LGBM
1861,0.9090909090909092,camel@0,LIME,LGBM
123,0.6151990797467837,camel@0,LIME,LGBM
11,0.4339622641509434,camel@0,LIME,LGBM
1775,0.3333333333333333,camel@0,LIME,LGBM
2617,0.6092802360481385,camel@0,LIME,LGBM
1656,0.5151515151515152,camel@0,LIME,LGBM
2414,0.6,camel@0,LIME,LGBM
2513,0.6666666666666666,camel@0,LIME,LGBM
2256,0.0,camel@0,LIME,LGBM
2906,0.20754716981132076,camel@0,LIME,LGBM
361,0.38095238095238093,camel@0,LIME,LGBM
1742,0.3252218177939954,camel@0,LIME,LGBM
1641,0.0,camel@0,LIME,LGBM
1537,0.0,camel@0,LIME,LGBM
2288,0.16582631452525073,camel@0,LIME,LGBM
110,0.0,camel@0,LIME,LGBM
1516,0.0,camel@0,LIME,LGBM
1735,0.0,camel@0,LIME,LGBM
1744,0.0,camel@0,LIME,LGBM
58,0.0,camel@0,LIME,LGBM
921,0.5801193511153214,camel@0,LIME,LGBM
2489,0.09449111825230679,camel@0,LIME,LGBM
958,0.08980265101338744,camel@0,LIME,LGBM
3523,0.16666666666666666,camel@0,LIME,LGBM
106,0.0,camel@0,LIME,LGBM
957,0.0,camel@0,LIME,LGBM
1800,0.6727868178961374,camel@0,LIME,LGBM
1761,0.0,camel@0,LIME,LGBM
38,0.2759481998200583,camel@0,LIME,LGBM
1690,0.4821650229853051,camel@0,LIME,LGBM
153,0.17161990846643546,camel@0,LIME,LGBM
960,0.17651178166930628,camel@0,LIME,LGBM
748,0.7071067811865475,hive@0,LIME,LGBM
280,0.0,hive@0,LIME,LGBM
723,0.790569415042095,hive@0,LIME,LGBM
320,0.6535947712418301,hive@0,LIME,LGBM
313,0.3333333333333333,hive@0,LIME,LGBM
1,0.4204829207270183,hive@0,LIME,LGBM
269,0.48454041304057605,hive@0,LIME,LGBM
344,0.0,hive@0,LIME,LGBM
1059,1.0,hive@0,LIME,LGBM
272,0.5143071430425046,hive@0,LIME,LGBM
601,0.7477769683998674,hive@0,LIME,LGBM
522,0.8689618309189728,hive@0,LIME,LGBM
174,0.51249727493589,hive@0,LIME,LGBM
389,0.75,hive@0,LIME,LGBM
94,0.5068306983041114,hive@0,LIME,LGBM
173,0.1304571223018434,hive@0,LIME,LGBM
338,0.2352941176470588,hive@0,LIME,LGBM
505,0.0,hive@0,LIME,LGBM
1355,0.0,hive@0,LIME,LGBM
108,0.7551179938359014,hive@0,LIME,LGBM
993,0.0,hive@0,LIME,LGBM
220,0.7631855487417655,hive@0,LIME,LGBM
454,0.27272727272727276,hive@0,LIME,LGBM
24,0.1739683387836428,hive@0,LIME,LGBM
298,0.19189182060251742,hive@0,LIME,LGBM
327,0.0,hive@0,LIME,LGBM
