,score,project,explainer,model
578,0.0,jruby@2,LIME,RF
32,0.0,jruby@2,LIME,RF
765,0.0,jruby@2,LIME,RF
575,0.4761904761904762,jruby@2,LIME,RF
775,0.3273268353539886,jruby@2,LIME,RF
476,0.0,jruby@2,LIME,RF
816,0.8607972691793838,jruby@2,LIME,RF
956,0.5119500033744765,jruby@2,LIME,RF
1016,0.0,jruby@2,LIME,RF
905,0.6524536043654844,jruby@2,LIME,RF
782,0.8311211541575041,jruby@2,LIME,RF
658,0.8745952088054486,jruby@2,LIME,RF
788,0.9289069497200337,jruby@2,LIME,RF
633,0.6079635232828716,jruby@2,LIME,RF
678,0.8997014821249538,jruby@2,LIME,RF
748,0.8435448709860115,jruby@2,LIME,RF
793,0.6362574625434004,jruby@2,LIME,RF
988,0.7751542800443333,jruby@2,LIME,RF
769,0.6507938125226421,jruby@2,LIME,RF
750,0.8888965915591255,jruby@2,LIME,RF
806,0.8583709459790639,jruby@2,LIME,RF
780,0.8943438802189925,jruby@2,LIME,RF
834,0.0,hive@1,LIME,RF
831,0.0,hive@1,LIME,RF
645,0.0,hive@1,LIME,RF
1458,0.8,hive@1,LIME,RF
1059,0.0,hive@1,LIME,RF
1574,0.16000000000000003,hive@1,LIME,RF
499,0.0,hive@1,LIME,RF
1431,0.0,hive@1,LIME,RF
1945,0.18163684992925694,hive@1,LIME,RF
2049,0.0,hive@1,LIME,RF
1282,0.08571428571428577,hive@1,LIME,RF
1695,0.0,hive@1,LIME,RF
1855,0.08,hive@1,LIME,RF
1814,0.0,hive@1,LIME,RF
308,0.30694172794715074,hive@1,LIME,RF
26,1.0,hive@1,LIME,RF
2110,0.08,hive@1,LIME,RF
1935,0.0,hive@1,LIME,RF
1280,0.28,hive@1,LIME,RF
565,0.0,hive@1,LIME,RF
766,0.4372980052593523,hive@1,LIME,RF
366,0.28,hive@1,LIME,RF
305,1.0,hive@1,LIME,RF
1965,0.0,hive@1,LIME,RF
1958,0.3067859955389482,hive@1,LIME,RF
1438,0.08,hive@1,LIME,RF
1966,0.0,hive@1,LIME,RF
350,0.5697641624857877,hive@1,LIME,RF
376,0.7213911747666335,hive@1,LIME,RF
208,0.7081744033564239,hive@1,LIME,RF
209,0.9069620219822684,hive@1,LIME,RF
429,0.8165628429575466,hive@1,LIME,RF
677,0.8160345962398011,hive@1,LIME,RF
498,1.0,hive@1,LIME,RF
117,0.0,camel@0,LIME,RF
1143,0.0,camel@0,LIME,RF
1533,0.0,camel@0,LIME,RF
1861,0.3333333333333333,camel@0,LIME,RF
695,0.16666666666666666,camel@0,LIME,RF
2661,0.0,camel@0,LIME,RF
965,0.5,camel@0,LIME,RF
1653,0.0,camel@0,LIME,RF
2906,1.0,camel@0,LIME,RF
1656,0.0,camel@0,LIME,RF
2414,0.841625411530173,camel@0,LIME,RF
2513,0.6220716840337843,camel@0,LIME,RF
720,0.75,camel@0,LIME,RF
1682,0.07592215414340432,camel@0,LIME,RF
432,0.0,camel@0,LIME,RF
110,0.0,camel@0,LIME,RF
818,0.10037861986470002,camel@0,LIME,RF
2077,0.2294313690856355,camel@0,LIME,RF
860,0.0,camel@0,LIME,RF
2617,0.6984269952365781,camel@0,LIME,RF
987,1.0,camel@0,LIME,RF
377,0.6314551661981391,camel@0,LIME,RF
2256,0.0,camel@0,LIME,RF
958,0.652967288662578,camel@0,LIME,RF
1516,0.8064151689608168,camel@0,LIME,RF
107,0.0,camel@0,LIME,RF
1737,0.15151515151515155,camel@0,LIME,RF
348,0.8489852957376226,camel@0,LIME,RF
1761,0.0,camel@0,LIME,RF
422,0.0,camel@0,LIME,RF
11,0.3719493392723743,camel@0,LIME,RF
106,0.6984269952365781,camel@0,LIME,RF
956,0.5383054219239551,camel@0,LIME,RF
1800,0.82554753955878,camel@0,LIME,RF
454,0.3333333333333333,camel@0,LIME,RF
865,0.3333333333333333,camel@0,LIME,RF
1735,0.0,camel@0,LIME,RF
1641,0.0,camel@0,LIME,RF
123,0.6033347519425075,camel@0,LIME,RF
957,0.0,camel@0,LIME,RF
2489,0.0,camel@0,LIME,RF
1764,0.0,camel@0,LIME,RF
3523,0.18334559376373502,camel@0,LIME,RF
444,0.7305668812393643,camel@0,LIME,RF
923,0.8261584364145088,camel@0,LIME,RF
1537,0.8325636483611492,camel@0,LIME,RF
58,0.39249266953522866,camel@0,LIME,RF
152,0.8263228943995687,camel@0,LIME,RF
1744,0.760302214383329,camel@0,LIME,RF
1620,0.5589642318443335,camel@0,LIME,RF
1534,0.7904740421555174,camel@0,LIME,RF
153,0.734048505658625,camel@0,LIME,RF
1742,0.7182168716801706,camel@0,LIME,RF
361,0.31166910808424225,camel@0,LIME,RF
2911,0.4751595852338377,camel@0,LIME,RF
960,0.9646558569953103,camel@0,LIME,RF
921,0.8407546402046818,camel@0,LIME,RF
1690,0.610633871676395,camel@0,LIME,RF
1775,0.6651955301014852,camel@0,LIME,RF
38,0.7555078462967656,camel@0,LIME,RF
723,0.6167226280030066,hive@0,LIME,RF
522,0.8805970149253731,hive@0,LIME,RF
320,0.790569415042095,hive@0,LIME,RF
601,0.2882352941176474,hive@0,LIME,RF
1074,0.6021535330530898,hive@0,LIME,RF
101,0.0,hive@0,LIME,RF
313,0.7071067811865476,hive@0,LIME,RF
269,0.3807528525051311,hive@0,LIME,RF
1305,0.023949905685043436,hive@0,LIME,RF
520,0.0,hive@0,LIME,RF
1314,0.0,hive@0,LIME,RF
1284,0.8730116561926703,hive@0,LIME,RF
505,0.6835248276484174,hive@0,LIME,RF
1312,0.0,hive@0,LIME,RF
1059,1.0,hive@0,LIME,RF
360,0.637273139342967,hive@0,LIME,RF
337,0.9022027391943109,hive@0,LIME,RF
546,0.6874856628150271,hive@0,LIME,RF
965,1.0,hive@0,LIME,RF
174,0.5710402407201607,hive@0,LIME,RF
454,0.569697373828419,hive@0,LIME,RF
1287,0.5797876610646613,hive@0,LIME,RF
453,0.772985987385051,hive@0,LIME,RF
588,0.8047722241545836,hive@0,LIME,RF
4,0.4785067873303174,hive@0,LIME,RF
102,0.0,hive@0,LIME,RF
1238,0.8507282626975734,hive@0,LIME,RF
365,0.845472802886577,hive@0,LIME,RF
1,0.05815488406772751,hive@0,LIME,RF
338,0.7202853191734094,hive@0,LIME,RF
323,0.3488945342884008,hive@0,LIME,RF
327,0.7265433412346275,hive@0,LIME,RF
512,0.42640453584636795,hive@0,LIME,RF
996,0.5332967670804033,hive@0,LIME,RF
994,0.5332967670804033,hive@0,LIME,RF
311,0.7500298401172913,hive@0,LIME,RF
678,0.0,hive@0,LIME,RF
515,0.7007235374976196,hive@0,LIME,RF
357,0.3082944240489881,hive@0,LIME,RF
362,0.0,hive@0,LIME,RF
993,0.8672747345220853,hive@0,LIME,RF
1390,0.6616915422885573,hive@0,LIME,RF
1069,0.49366099719692197,hive@0,LIME,RF
270,0.9162502153585118,hive@0,LIME,RF
272,0.0118565059329854,hive@0,LIME,RF
281,0.8406920203881052,hive@0,LIME,RF
335,0.8192967567678952,hive@0,LIME,RF
995,0.5294919853136762,hive@0,LIME,RF
1405,0.0,hive@0,LIME,RF
1150,0.6786434566661056,hive@0,LIME,RF
108,0.5011404505795249,hive@0,LIME,RF
1286,0.4,hive@0,LIME,RF
328,0.0,hive@0,LIME,RF
1294,0.6091215770528261,hive@0,LIME,RF
183,0.662522400580685,hive@0,LIME,RF
220,0.5868447075778568,hive@0,LIME,RF
344,0.8196436557289232,hive@0,LIME,RF
748,1.0,hive@0,LIME,RF
429,1.0,hive@0,LIME,RF
283,0.0,hive@0,LIME,RF
1322,0.05567274906530046,hive@0,LIME,RF
94,0.02428734037463327,hive@0,LIME,RF
1152,0.3217645184792749,hive@0,LIME,RF
694,0.6243670605861187,hive@0,LIME,RF
1404,0.6196893262469918,hive@0,LIME,RF
