test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
0,0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,3.1570797893736113,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0,0.5,0.5,1,0.6288393210941677
6,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,0.88,0.0,75.0,2.0,0.0,12.0,1.0,2.75,1.0,4.16666666666667,1.0,1.0,0.352941176470588,142.4791440963745,0.333333333333333,0.0,5.0,3.0,0.5,0.5,1,6.699559002723067
9,0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,4.0,6.0,1.1,0.0,55.0,2.0,0.0,8.0,1.0,3.0,1.0,4.16666666666667,1.0,1.0,0.909090909090909,116.4853515625,0.375,0.0,5.0,2.0,0.5,0.5,1,2.621765462317347
10,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,2.5,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.51,0.49,1,1.0117361392142104
13,0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,7.0,0.49,1.0,79.0,3.4998779892921448,0.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.916666666666667,216.0,0.3,0.0,4.0,3.0,0.53,0.47,1,0.3373276748330756
14,0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,3.0,0.27,0.0,82.0,4.0,2.0,8.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,0.95703125,0.428571428571429,0.0,2.0,3.0,0.5,0.5,1,7.48203306077752
26,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,4.11111111111111,1.0,1.0,0.642857142857143,139.4757250547409,0.333333333333333,0.0,4.0,4.0,0.5,0.5,1,5.718586357665691
27,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,1.03,0.0,75.0,2.0,1.0,12.0,1.0,3.08333333333333,1.0,4.16666666666667,1.0,1.0,0.352941176470588,105.48060989379883,0.384615384615385,0.0,4.0,3.0,0.51,0.49,1,7.374004822798824
30,0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,4.0,7.0,0.83,0.0,71.0,2.0,0.0,9.0,1.0,2.85714285714286,1.0,4.14285714285714,1.0,1.0,0.416666666666667,142.47988003492355,0.384615384615385,0.0,4.0,1.0,0.5,0.5,1,8.600374034713827
33,0,0.0,1.0,1.0,3.0,2.0,6.0,3.0,0.0,4.0,8.0,1.06,0.0,100.0,2.0,0.0,12.0,1.0,3.22222222222222,1.0,3.157118055555558,1.0,1.0,0.5,319.0,0.333333333333333,0.0,3.0,1.0,0.5,0.5,1,0.6288221143034187
