test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
57,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,415.0,1.0,2.0,3.0,65.0,0.0,1.0,1.0,27.0,1.0,0.0,3.1,0.0,1.0,0.0,0.6,0.0,1.0,1.0,0.87,0.13
57,1,0.0,0.0,1.0,0.0,0.0,5.0,1.0,415.0,1.0,2.0,3.0,65.0,0.0,1.0,1.0,27.0,1.0,0.0,3.1,0.0,1.0,0.0,0.6,0.0,1.0,1.0,0.87,0.13
57,2,3.0,0.0,1.0,1.0,9.0,3.0,2.0,386.0,18.0,10.0,23.0,89.0,0.0,3.0,3.0,22.0,2.0,0.0,3.1,1.0,1.0,0.0,0.8,0.0,4.0,5.0,0.65,0.35
104,0,0.0,0.0,1.0,1.0,1.0,6.0,2.0,178.0,3.0,5.0,4.0,22.0,0.0,2.0,0.0,21.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.78,0.22
104,1,2.0,0.0,3.0,0.0,12.0,11.0,4.0,170.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,17.0,1.0,0.0,5.8,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.55,0.45
104,2,2.0,0.0,3.0,0.0,12.0,11.0,4.0,170.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,17.0,1.0,0.0,5.8,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.55,0.45
115,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,132.0,1.0,4.0,7.0,16.0,1.0,3.0,0.0,7.0,1.0,2.0,3.4,1.0,1.0,0.0,0.8,0.0,2.0,1.0,0.88,0.12
115,1,0.0,0.0,1.0,2.0,0.0,3.0,2.0,132.0,1.0,4.0,7.0,16.0,1.0,3.0,0.0,7.0,1.0,2.0,3.4,1.0,1.0,0.0,0.8,0.0,2.0,1.0,0.88,0.12
141,0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,44.0,1.0,0.0,1.0,6.0,4.0,1.0,0.0,7.0,3.0,1.0,13.7,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.91,0.09
141,1,0.0,0.0,1.0,0.0,0.0,2.0,3.0,34.0,1.0,2.0,4.0,3.0,2.0,3.0,0.0,9.0,2.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.97,0.03
148,0,2.0,0.0,3.0,0.0,12.0,11.0,4.0,170.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,17.0,1.0,0.0,5.8,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.55,0.45
148,1,2.0,0.0,3.0,0.0,12.0,11.0,4.0,170.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,17.0,1.0,0.0,5.8,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.55,0.45
148,2,0.0,0.0,1.0,1.0,1.0,6.0,2.0,178.0,3.0,5.0,4.0,22.0,0.0,2.0,0.0,21.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.78,0.22
152,0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,83.0,5.0,16.0,37.0,82.0,0.0,3.0,2.0,26.0,4.0,0.0,3.1,0.0,1.0,0.0,0.6,3.0,6.0,5.0,0.81,0.19
152,1,9.0,0.0,1.0,2.0,4.0,1.0,2.0,98.0,3.0,10.0,18.0,34.0,1.0,3.0,0.0,17.0,1.0,0.0,4.4,0.0,1.0,0.0,0.6,0.0,2.0,2.0,0.66,0.34
152,2,2.0,0.0,1.0,1.0,0.0,2.0,1.0,139.0,1.0,1.0,21.0,47.0,0.0,3.0,0.0,18.0,1.0,0.0,1.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.62,0.38
195,0,1.0,0.0,1.0,3.0,0.0,2.0,3.0,73.0,2.0,8.0,6.0,11.0,1.0,4.0,0.0,10.0,3.0,0.0,6.8,0.0,1.0,0.0,0.6,0.0,2.0,4.0,0.88,0.12
