Antecedent,Antecedent Coverage %,Confidence,Lift
0.998 < OWN_COMMIT <= 1.0164,0.58365,0.96842,1.12716
1.32 < ADEV <= 2.07,0.24291,0.95525,1.11183
-0.7 < CountDeclInstanceVariable <= 0.72,0.34735,0.9551,1.11166
ADEV <= 1.32,0.1966,0.95192,1.10796
2.07 < ADEV <= 2.78,0.15974,0.9497,1.10538
2.9 < CountDeclMethodPublic <= 5.8,0.20463,0.93995,1.09403
0.4 < CountDeclMethodPublic <= 2.9,0.23629,0.938,1.09175
5.8 < CountDeclMethodPublic <= 10.95,0.18951,0.93516,1.08845
-0.2 < CountDeclClassVariable <= 0.105,0.40595,0.93248,1.08533
-0.032 < MAJOR_LINE <= 0.0175,0.54348,0.9287,1.08092
