"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.006 < OWN_COMMIT <= 0.091'","b'target = 0'",0.32345,687,0.32156,683,0.99418,0.06543,1.25543,9.40658e-79,0.7919,1682
"b'000001'","b'MaxInheritanceTree <= 1.02 & -0.22 < CountDeclInstanceVariable <= 1.44'","b'target = 0'",0.07392,157,0.07298,155,0.98726,0.01444,1.2467,1.28975e-10,0.7919,1682
"b'000002'","b'OWN_COMMIT <= -0.006'","b'target = 0'",0.08192,174,0.07957,169,0.97126,0.01469,1.2265,9.36074e-13,0.7919,1682
"b'000003'","b'CountClassCoupled <= 0.55'","b'target = 0'",0.18974,403,0.18315,389,0.96526,0.03289,1.21891,9.25064e-28,0.7919,1682
"b'000004'","b'-0.23 < CountDeclMethodPrivate <= 0.33 & 0.985 < CountOutput_Min <= 1.39'","b'target = 0'",0.15725,334,0.15066,320,0.95808,0.02613,1.20985,1.04323e-12,0.7919,1682
"b'000005'","b'-0.46 < AvgLineBlank <= 0.12 & 0.745 < CountDeclClass <= 1.07'","b'target = 0'",0.27024,574,0.258,548,0.9547,0.044,1.20558,2.27098e-15,0.7919,1682
"b'000006'","b'0.985 < CountOutput_Min <= 1.39 & -0.46 < AvgLineBlank <= 0.12'","b'target = 0'",0.2467,524,0.23399,497,0.94847,0.03863,1.19772,4.51185e-09,0.7919,1682
"b'000007'","b'0.55 < CountClassCoupled <= 2.6'","b'target = 0'",0.22081,469,0.20386,433,0.92324,0.029,1.16585,6.76495e-18,0.7919,1682
"b'000008'","b'MAJOR_LINE <= -0.1'","b'target = 0'",0.09887,210,0.09087,193,0.91905,0.01257,1.16056,1.49592e-07,0.7919,1682
"b'000009'","b'0.945 < RatioCommentToCode <= 1.425'","b'target = 0'",0.17844,379,0.1629,346,0.91293,0.0216,1.15283,4.13132e-12,0.7919,1682
