"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'OWN_COMMIT <= 0.005'","b'target = 0'",0.29361,611,0.29313,610,0.99836,0.08488,1.40758,2.2733e-110,0.70927,1476
"b'000001'","b'MaxInheritanceTree <= 1.175 & -0.22 < CountDeclMethodPrivate <= 0.24'","b'target = 0'",0.08457,176,0.08409,175,0.99432,0.02411,1.40188,1.23564e-13,0.70927,1476
"b'000002'","b'CountInput_Mean <= 1.74 & 0.81 < CountInput_Min <= 1.66'","b'target = 0'",0.04325,90,0.04229,88,0.97778,0.01161,1.37856,2.04934e-11,0.70927,1476
"b'000003'","b'1.92 < MaxInheritanceTree <= 2.25 & -0.52 < CountDeclClassVariable <= 0.27'","b'target = 0'",0.0913,190,0.0889,185,0.97368,0.02414,1.37279,4.42583e-12,0.70927,1476
"b'000004'","b'0.005 < OWN_COMMIT <= 0.275'","b'target = 0'",0.10668,222,0.10332,215,0.96847,0.02765,1.36544,1.13171e-25,0.70927,1476
"b'000005'","b'CountClassCoupled <= 0.85'","b'target = 0'",0.19366,403,0.18645,388,0.96278,0.04909,1.35741,4.57634e-46,0.70927,1476
"b'000006'","b'RatioCommentToCode > 2.255'","b'target = 0'",0.19798,412,0.19029,396,0.96117,0.04987,1.35514,1.74498e-46,0.70927,1476
"b'000007'","b'-0.06 < MAJOR_LINE <= 0.295 & -0.52 < CountDeclClassVariable <= 0.27'","b'target = 0'",0.13215,275,0.12686,264,0.96,0.03313,1.3535,6.4734e-15,0.70927,1476
"b'000008'","b'-0.06 < MAJOR_LINE <= 0.295 & -0.22 < CountDeclMethodPrivate <= 0.24'","b'target = 0'",0.14753,307,0.13936,290,0.94463,0.03472,1.33182,1.04936e-10,0.70927,1476
"b'000009'","b'-0.52 < CountDeclClassVariable <= 0.27 & -0.215 < AvgLineBlank <= 0.145'","b'target = 0'",0.18164,378,0.17155,357,0.94444,0.04272,1.33156,2.80352e-12,0.70927,1476
