"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'OWN_COMMIT <= -0.024'","b'target = 0'",0.08125,182,0.0808,181,0.99451,0.01704,1.26717,4.6553e-19,0.78482,1758
"b'000001'","b'-0.024 < OWN_COMMIT <= 0.057'","b'target = 0'",0.35045,785,0.34732,778,0.99108,0.07228,1.26281,1.39762e-91,0.78482,1758
"b'000002'","b'AvgEssential > 1.84 & 0.98 < MINOR_LINE <= 1.53'","b'target = 0'",0.07634,171,0.075,168,0.98246,0.01509,1.25182,2.98603e-09,0.78482,1758
"b'000003'","b'CountClassCoupled <= 0.75'","b'target = 0'",0.1875,420,0.17946,402,0.95714,0.03231,1.21957,2.94444e-27,0.78482,1758
"b'000004'","b'-0.27 < CountDeclClassVariable <= 0.17 & -0.235 < AvgLineBlank <= 0.08'","b'target = 0'",0.24554,550,0.23125,518,0.94182,0.03855,1.20004,2.91547e-10,0.78482,1758
"b'000005'","b'MAJOR_LINE <= -0.1'","b'target = 0'",0.09955,223,0.09241,207,0.92825,0.01428,1.18275,1.12421e-09,0.78482,1758
"b'000006'","b'RatioCommentToCode > 1.235'","b'target = 0'",0.19509,437,0.17991,403,0.9222,0.0268,1.17504,2.04643e-17,0.78482,1758
"b'000007'","b'-0.1 < MAJOR_LINE <= 0.265'","b'target = 0'",0.30938,693,0.28304,634,0.91486,0.04023,1.1657,1.19912e-26,0.78482,1758
"b'000008'","b'MaxInheritanceTree <= 1.025'","b'target = 0'",0.24554,550,0.22455,503,0.91455,0.03185,1.16529,4.7677e-20,0.78482,1758
"b'000009'","b'1.025 < MaxInheritanceTree <= 1.66'","b'target = 0'",0.15759,353,0.14241,319,0.90368,0.01873,1.15145,1.64419e-10,0.78482,1758
