"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'OWN_COMMIT <= -0.008'","b'target = 0'",0.075,168,0.07455,167,0.99405,0.01807,1.3199,1.44536e-20,0.75313,1687
"b'000001'","b'-0.008 < OWN_COMMIT <= 0.082'","b'target = 0'",0.35179,788,0.34866,781,0.99112,0.08372,1.31601,2.73216e-110,0.75313,1687
"b'000002'","b'1.035 < MaxInheritanceTree <= 1.745 & 0.75 < CountDeclClass <= 1.06'","b'target = 0'",0.08571,192,0.08438,189,0.98438,0.01982,1.30705,6.35735e-14,0.75313,1687
"b'000003'","b'CountInput_Min > 1.97 & -0.13 < MAJOR_LINE <= 0.36'","b'target = 0'",0.07634,171,0.075,168,0.98246,0.01751,1.30451,1.87701e-09,0.75313,1687
"b'000004'","b'0.95 < CountDeclMethodPublic <= 3.6 & -0.29 < AvgLineBlank <= 0.11'","b'target = 0'",0.11652,261,0.11205,251,0.96169,0.0243,1.27693,9.50937e-10,0.75313,1687
"b'000005'","b'CountClassCoupled <= 0.95'","b'target = 0'",0.19063,427,0.18214,408,0.9555,0.03858,1.26872,2.42335e-34,0.75313,1687
"b'000006'","b'CountDeclClass <= 0.75'","b'target = 0'",0.08839,198,0.08125,182,0.91919,0.01468,1.2205,3.51016e-10,0.75313,1687
"b'000007'","b'MaxInheritanceTree <= 1.035'","b'target = 0'",0.2433,545,0.22321,500,0.91743,0.03998,1.21817,1.54768e-28,0.75313,1687
"b'000008'","b'-0.29 < AvgLineBlank <= 0.11 & 0.75 < CountDeclClass <= 1.06'","b'target = 0'",0.28438,637,0.25982,582,0.91366,0.04565,1.21316,4.80703e-18,0.75313,1687
"b'000009'","b'RatioCommentToCode > 1.335'","b'target = 0'",0.18839,422,0.17143,384,0.90995,0.02955,1.20824,2.23687e-19,0.75313,1687
