test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
320,0,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,5.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.9498109,0.05018908,1
320,1,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,18.0,0.66,1.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.993476,0.0065240506,2
320,2,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.99770737,0.0022926584,3
320,3,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,1.0,2.0,3.0,0.9989464,0.0010535762,4
320,4,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.0,7.0,0.5,0.0,1.0,2.0,3.0,0.99912053,0.0008794667,5
320,5,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,18.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.95127887,0.048721127,1
320,6,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.9872748,0.012725164,2
320,7,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,0.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.9969474,0.0030525997,3
320,8,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,1.0,18.0,0.66,1.0,12.0,0.0,0.0,11.0,2.0,7.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.9980463,0.001953692,4
320,9,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,1.0,1.0,18.0,0.66,1.0,12.0,0.0,0.0,11.0,2.0,7.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.99822557,0.0017744107,5
320,10,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,1.0,0.0,18.0,0.66,1.0,12.0,0.0,0.0,11.0,2.0,7.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.9982544,0.0017455807,5
320,11,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,0.0,0.5,0.0,3.0,2.0,3.0,0.98800933,0.011990663,2
320,12,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,3.3,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.5993695,0.4006305,1
320,13,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,1.0,0.5,0.0,3.0,2.0,3.0,0.72363544,0.27636456,1
320,14,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,4.0,10.0,0.66,2.0,12.0,3.0,0.0,0.0,2.0,5.0,2.0,21.0,2.0,1.0,0.933333333333333,62.0,0.5,0.0,3.0,2.0,3.0,0.995201,0.0047990233,4
320,15,0.0,1.0,1.0,0.0,8.0,7.0,103.0,3.0,0.0,2.0,10.0,0.66,1.0,12.0,3.0,0.0,11.0,2.0,5.0,2.0,4.63636363636364,2.0,1.0,0.933333333333333,7.0,0.5,0.0,3.0,2.0,3.0,0.7320231,0.2679769,1
