feature,mean_abs_weight,mean_weight,count,fraction_selected
CountClassCoupled,0.06385026897969207,-0.048142427182212684,39,1.0
MINOR_COMMIT,0.05159507413241997,0.013038761812461993,39,1.0
CountDeclInstanceVariable,0.024627907139942406,-0.0198367812647541,39,1.0
CountClassDerived,0.02412066326438961,-0.007487566055337482,39,1.0
CountDeclMethodDefault,0.020811862130771262,0.0014787131151879497,39,1.0
CountDeclMethodPrivate,0.019353189063000452,-0.010229859963217638,39,1.0
MaxInheritanceTree,0.01367438999314067,0.0020194051472169593,39,1.0
Del_lines,0.013431415726374721,0.006758719926382146,39,1.0
CountInput_Mean,0.013193138220018826,-0.008094806455591809,39,1.0
OWN_COMMIT,0.011018510753239544,-0.00514986378511247,39,1.0
AvgCyclomaticModified,0.00985093764039968,-0.003746900774262371,39,1.0
MAJOR_LINE,0.009645054606564098,-0.0021992166426195725,39,1.0
MINOR_LINE,0.008865416115204054,-0.0038839624343948212,39,1.0
CountDeclMethodProtected,0.006611911411328826,0.0012087868203574047,39,1.0
RatioCommentToCode,0.006411921927640345,0.004443439625021194,39,1.0
AvgLineComment,0.005758567958699253,0.0035938360630938027,39,1.0
AvgLineBlank,0.005756866974853319,-0.0022720596837014252,39,1.0
CountInput_Min,0.005592844203076888,0.0031626397304339118,39,1.0
CountDeclClass,0.0048355544990391994,-0.0030886061509525814,39,1.0
MaxNesting_Min,0.004354667993431786,0.0008765454789697308,39,1.0
CountDeclClassMethod,0.004034921779413802,0.0014174534054502794,39,1.0
CountLineComment,0.003997754806407932,0.0006713474072563049,39,1.0
AvgEssential,0.0035740821878399187,0.001302012503467344,39,1.0
CountClassBase,0.0031896936183577096,0.0013059189793708942,39,1.0
PercentLackOfCohesion,0.003010092387672442,-0.0009394754163162619,39,1.0
CountOutput_Min,0.002227007856679451,-0.0007978296606155046,39,1.0
