test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
194,0,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,44.0,3.1,1.0,97.0,3.0,9.0,23.0,5.0,12.1,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5347788272542581,0.46522117274574193
194,1,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,42.0,8.6,1.0,97.0,3.0,9.0,23.0,1.0,34.2,0.0,0.0,0.0,17.0,0.6,0.0,5.0,7.0,0.510298149216855,0.48970185078314504
194,2,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,26.0,13.3,1.0,97.0,3.0,9.0,23.0,12.0,52.7,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5627998970803072,0.4372001029196928
194,3,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,48.0,8.1,1.0,97.0,3.0,9.0,23.0,1.0,32.0,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5226945592236758,0.47730544077632414
194,4,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,45.0,13.8,1.0,97.0,3.0,9.0,23.0,9.0,54.5,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5627998970803072,0.4372001029196928
194,5,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,28.0,11.3,1.0,97.0,3.0,9.0,23.0,1.0,44.5,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5226945592236758,0.47730544077632414
194,6,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,30.0,0.3,1.0,97.0,3.0,9.0,23.0,6.0,1.2,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5360794950119132,0.4639205049880868
194,7,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,48.0,14.1,1.0,97.0,3.0,9.0,23.0,1.0,55.7,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5226945592236758,0.47730544077632414
194,8,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,21.0,12.1,1.0,97.0,3.0,9.0,23.0,9.0,48.1,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5510955887186675,0.4489044112813325
194,9,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,20.0,12.7,1.0,97.0,3.0,9.0,23.0,8.0,50.1,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.526852100341732,0.473147899658268
194,10,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,5.0,9.1,1.0,97.0,3.0,9.0,23.0,6.0,36.0,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5154411056771028,0.4845588943228972
194,11,0.0,0.0,1.0,1.0,5.0,2.0,111.0,1.0,11.0,23.0,10.0,1.0,97.0,3.0,9.0,23.0,1.0,39.4,0.0,0.0,0.0,17.0,1.0,0.0,5.0,7.0,0.5108497482721951,0.4891502517278049
