,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
401,0.0,0.0,5.0,3.9999999999999996,0.9100000000000001,1.0,134.0,4.0,5.0,1.0,0.9099999999999999,0.0,100.0,6.0,1.0,6.0,2.0,4.4,0.0,1.0,0.0,0.0,0.0,3.469446951953614e-18,5.0,3.0
1915,147.0,78.0,4.0,76.0,5.0,2.0,147.0,1.0,1.0,7.0,0.6700000000000002,0.0,76.0,1.0,3.0,9.0,3.0,6.04761904761905,1.0,1.0,0.0,78.0,0.666666666666667,3.469446951953614e-18,4.0,0.0
1956,4.63636363636364,200.0,4.0,3.9999999999999996,51.99999999999999,3.0,200.0,4.0,4.0,11.0,0.5799999999999998,1.0,100.0,3.0,4.0,19.0,2.0,4.63636363636364,1.0,1.0,0.0,52.0,0.714285714285714,3.469446951953614e-18,4.0,1.0
1923,7.0,6.75,19.0,2.0,1.0,2.0,129.0,2.0,7.0,3.0,0.5700000000000001,1.0,90.0,3.0,3.0,19.0,1.0,6.75,0.0,1.0,0.0,13.0,0.75,3.469446951953614e-18,5.0,1.0
1183,62.0,6.0,6.0,0.33,13.0,1.0,62.0,4.0,1.0,6.0,0.33000000000000007,0.0,100.0,5.0,0.0,13.0,2.0,1.95,0.0,1.0,0.0,92.0,0.5,3.469446951953614e-18,6.0,6.0
1283,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1.0,0.0,113.99999999999999,2.0,5.0,2.0,114.0,1.0,3.0,2.0,0.77,1.0,92.0,5.0,0.0,9.0,1.0,3.07692307692308,0.0,1.0,0.0,0.0,0.0,3.469446951953614e-18,2.0,9.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,11.0,385.0,80.0,92.0,0.6999999999999997,2.0,385.0,2.0,0.0,9.0,0.7,0.0,92.0,1.0,0.0,8.0,2.0,10.654545454545499,0.0,1.0,0.0,80.0,0.571428571428571,3.469446951953614e-18,4.0,1.0
30,2.0,540.0,8.0,17.0,27.0,1.0,540.0,7.0,17.0,18.0,0.95,0.0,100.0,5.0,3.0,26.999999999999996,1.0,2.01428571428571,0.0,0.0,0.0,6.0,0.5,3.469446951953614e-18,4.0,8.0
302,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,
