,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
194,1.0,17.0,0.53,5.0,5.0,2.0,111.0,1.0,11.0,0.0,0.53,1.0,97.0,3.0,9.0,23.0,1.0,2.71428571428571,0.0,0.0,0.0,17.0,1.0,3.469446951953614e-18,5.0,7.000000000000001
1923,1.0,6.0,13.0,0.57,0.75,2.0,129.0,2.0,7.0,3.0,0.5700000000000001,1.0,90.0,3.0,3.0,19.0,1.0,6.75,0.0,1.0,0.0,13.0,0.75,3.469446951953614e-18,5.0,1.0
295,0.0,3.0,1.0,0.77,5.0,2.0,114.0,1.0,3.0,2.0,0.77,1.0,92.0,5.0,0.0,9.0,1.0,3.07692307692308,0.0,1.0,0.0,0.0,0.0,3.469446951953614e-18,2.0,9.0
401,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,2.0,17.0,0.25,0.666666666666667,5.0,1.0,51.0,4.0,3.0,1.0,0.25,2.0,100.0,5.0,0.0,16.0,2.0,1.15384615384615,0.0,1.0,0.0,17.0,0.666666666666667,3.469446951953614e-18,5.0,4.999999999999999
1915,2.0,0.67,78.0,5.0,0.666666666666667,2.0,147.0,1.0,1.0,7.0,0.6700000000000002,0.0,76.0,1.0,3.0,9.0,3.0,6.04761904761905,1.0,1.0,0.0,78.0,0.666666666666667,3.469446951953614e-18,4.0,0.0
62,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1.1100000000000003,0.0,3.0,6.0,6.0,2.0,375.0,1.0,2.0,2.0,1.11,0.0,71.0,1.0,1.0,6.0,2.0,4.72549019607843,1.0,1.0,0.0,0.0,0.0,3.469446951953614e-18,1.0,3.0
531,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,
