,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
67,0.0,0.0,19.0,2.0,0.0,0.0,2.0,1.0,27.0,6.0,6.0,0.1,0.0,87.0,2.0,0.0,2.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,0.95,1.0
43,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,6.0,21.0,72.0,0.55,0.0,97.0,2.0,3.0,4.0,4.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0
153,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,6.0,10.0,19.0,0.24,0.0,83.0,1.0,3.0,9.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.25,1.0
41,4.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,4.0,139.0,0.76,0.0,97.0,1.0,2.0,52.0,4.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.25,1.0
111,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,14.0,13.0,0.25,0.0,83.0,1.0,0.0,9.0,2.0,3.0500000000000003,0.0,0.0,0.0,0.551369863013699,0.0,0.0
212,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,21.0,19.0,0.23,0.0,89.0,2.0,0.0,9.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0
165,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,19.0,0.23,0.0,82.0,2.0,0.0,9.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.25,0.0
133,1.0,0.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,13.0,19.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.25,1.0
236,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0,9.0,63.0,0.06,0.0,92.0,2.0,1.0,38.0,1.0,4.08571428571429,0.0,0.0,0.0,0.303571428571429,0.25,1.0
243,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,10.0,19.0,0.16,1.0,87.0,2.0,1.0,38.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.2,2.0
409,4.0,6.0,1.0,0.2,0.0,0.0,2.0,3.0,3.0,0.25,10.0,19.0,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,16.0,1.0
520,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.63,0.0,66.0,3.0,1.0,6.0,1.0,3.1,1.0,2.0,0.0,0.4035714285714289,0.25,0.0
739,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.2,5.0,2.0,9.0,19.0,0.0,85.0,2.0,0.0,10.0,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0
259,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,13.0,21.0,72.0,0.15,0.0,95.0,1.0,1.0,52.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.2,1.0
745,0.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,10.0,19.0,0.16,0.0,83.0,1.0,1.0,9.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0
228,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,1.0,30.0,0.26,0.0,89.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.25,1.0
757,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,5.0,0.95,0.0,62.0,1.0,0.2,5.0,2.0,5.38235294117647,1.0,1.0,0.0,0.639791937581274,19.0,2.0
789,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,6.0,10.0,19.0,0.12,0.0,92.0,1.0,1.0,9.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0
790,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.2,9.0,19.0,0.0,80.0,1.0,1.0,5.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0
793,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,13.0,0.1,0.0,77.0,2.0,0.0,9.0,2.0,4.54545454545455,0.0,0.0,0.0,0.4035714285714289,1.0,0.0
838,4.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,8.0,19.0,0.35,1.0,78.0,1.0,1.0,9.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,1.0
523,2.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,29.0,21.0,11.0,0.14,0.0,93.0,1.0,2.0,38.0,2.0,4.25714285714286,0.0,0.0,0.0,0.417142857142857,0.25,1.0
855,2.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,21.0,19.0,0.1,0.0,93.0,1.0,0.0,9.0,2.0,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.25,2.0
857,2.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,21.0,19.0,0.1,1.0,90.0,2.0,0.0,9.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,3.0
893,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,7.0,10.0,10.0,0.12,2.0,91.0,1.0,0.0,38.0,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,1.0
911,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,9.0,21.0,19.0,0.39,0.0,93.0,4.0,3.0,6.0,2.0,2.4375,1.0,1.0,0.0,0.492779783393502,1.0,1.0
912,0.0,0.0,1.0,1.0,0.0,9.0,2.0,1.0,3.0,0.0,2.0,0.51,1.0,75.0,2.0,4.0,0.25,1.0,3.0,1.0,1.0,2.0,0.572327044025157,1.0,1.0
917,1.0,0.0,1.0,1.0,9.0,4.0,2.0,1.0,4.0,0.0,13.0,0.61,0.0,94.0,1.0,5.0,9.0,1.0,5.47619047619048,1.0,1.0,0.0,0.555932203389831,0.25,3.0
913,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,10.0,36.0,0.36,0.0,93.0,4.0,3.0,9.0,2.0,2.07142857142857,0.0,0.0,0.0,0.470212765957447,0.25,2.0
1452,0.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,19.0,9.0,1.0,82.0,4.0,1.0,2.0,1.0,4.59090909090909,2.0,1.0,0.0,0.593110871905274,1.0,1.0
1677,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,19.0,1.24,0.0,1.0,1.0,0.0,2.0,89.0,1.8780487804878,0.0,2.0,0.0,0.913793103448276,0.0,1.0
1803,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,7.0,9.0,3.0,0.22,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,2.0
58,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,72.0,1.43,0.0,57.0,1.0,1.0,38.0,4.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.25,1.0
97,1.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,35.0,5.0,72.0,0.27,0.0,98.0,1.0,2.0,52.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.4,2.0
746,4.0,1.0,1.0,5.0,0.0,1.0,2.0,2.0,10.0,4.0,72.0,0.15,0.0,96.0,1.0,0.0,38.0,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0
48,4.0,3.0,1.0,1.0,0.0,4.0,3.0,3.0,8.0,4.0,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.25,2.0
229,4.0,4.0,1.0,2.0,0.0,1.0,3.0,6.0,2.0,4.0,60.0,0.17,0.0,94.0,2.0,1.0,38.0,2.0,4.20731707317073,0.0,0.0,0.0,0.536567164179104,0.533333333333333,2.0
