,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
41,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,0.0,0.22,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,3.0,0.533424283765348,0.0,1.0
43,1.0,7.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,5.0,7.0,0.55,0.0,0.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0
58,0.0,7.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,5.0,7.0,1.43,0.0,0.0,1.0,1.0,50.0,1.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.625,1.0
67,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,23.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,1.0,0.9,1.0
97,1.0,0.0,1.0,5.0,0.0,1.0,6.0,6.0,35.0,71.0,157.0,0.27,0.0,98.0,1.0,2.0,5.0,2.0,6.43523316062176,0.0,0.0,0.0,1.0,1.0,3.0
110,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,2.0,35.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0
111,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,43.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
133,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,2.27,0.0,90.0,1.0,0.0,1.0,1.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0
153,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,7.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0
156,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,24.0,49.0,0.62,0.0,41.0,1.0,2.0,17.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0
165,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,43.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,3.0
212,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,7.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0
228,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,15.0,30.0,0.26,0.0,89.0,2.0,2.0,6.0,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0
229,12.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,22.0,10.0,0.17,0.0,94.0,8.0,1.0,46.0,2.0,4.20731707317073,0.0,2.0,0.0,0.536567164179104,0.2,2.0
236,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,1.0,0.5,1.0
243,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,1.0,0.5,2.0
409,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,17.0,2.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.2,1.0
445,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,16.0,30.0,0.18,0.0,92.0,1.0,0.0,22.0,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0
520,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,2.61,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.75,0.0
523,2.0,0.0,1.0,2.0,1.0,1.0,6.0,10.0,29.0,37.0,39.0,0.14,0.0,93.0,1.0,2.0,5.0,2.0,4.25714285714286,0.0,0.0,0.0,1.0,1.0,1.0
739,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,85.0,2.0,0.0,8.0,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0
745,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,7.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0
746,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,44.0,0.0,0.22,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,3.0,0.659197012138189,0.0,2.0
776,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.21,0.0,91.0,1.0,0.0,0.0,1.0,2.51190476190476,1.0,1.0,0.0,0.816037735849057,1.0,0.0
789,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,7.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0
790,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,22.0,0.12,0.0,80.0,1.0,1.0,8.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0
791,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.23,0.0,31.0,2.0,0.0,24.0,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0
793,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,7.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0
838,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,0.0,0.0,1.0,1.0,2.0
855,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,50.0,0.1,0.0,43.0,1.0,0.0,16.0,2.0,2.76785714285714,0.0,1.0,0.0,1.1,0.8,3.0
857,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,90.0,2.0,0.0,2.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,4.0
893,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,91.0,1.0,0.0,8.0,2.0,6.85714285714286,3.0,1.0,0.0,0.86970684039088,1.0,2.0
900,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.19,1.0,74.0,1.0,0.0,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,0.2,0.0
911,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,9.0,25.0,39.0,0.39,0.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,0.0,0.0,1.0,1.0,2.0
912,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,0.0,2.0,0.51,1.0,75.0,2.0,4.0,12.0,1.0,3.0,1.0,1.0,0.0,0.572327044025157,0.1,1.0
913,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,1.0,0.5,3.0
917,1.0,0.0,1.0,5.0,9.0,4.0,2.0,1.0,4.0,0.0,16.0,0.61,0.0,94.0,1.0,8.0,8.0,1.0,5.47619047619048,1.0,1.0,0.0,0.555932203389831,0.5,3.0
1143,0.0,0.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.21,2.0,85.0,5.0,0.0,6.0,2.0,3.92105263157895,0.0,2.0,0.0,1.0,0.9,2.0
1153,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,26.0,12.0,14.0,0.1,0.0,85.0,2.0,8.0,13.0,2.0,7.05,0.0,0.0,0.0,0.650442477876106,0.2,2.0
1452,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0,36.0,0.07,4.0,82.0,4.0,1.0,2.0,1.0,4.59090909090909,2.0,1.0,0.0,0.593110871905274,1.0,1.0
1665,6.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,9.0,28.0,0.37,0.0,86.0,1.0,0.0,5.0,2.0,2.41176470588235,0.0,3.0,0.0,0.790523690773067,1.0,2.0
1667,0.0,0.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,6.0,16.0,0.17,0.0,81.0,2.0,0.0,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
1677,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,40.0,1.24,0.0,71.0,1.0,0.0,2.0,4.0,1.8780487804878,0.0,0.0,0.0,0.913793103448276,0.0,2.0
1802,0.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,10.0,8.0,38.0,0.32,2.0,8.0,3.0,0.0,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.0
1803,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,18.0,9.0,3.0,0.22,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,1.0,0.0,3.0
1818,0.0,0.0,1.0,7.0,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.9,1.0,3.0
