,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
41,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,0.76,0.0,14.0,1.0,2.0,1.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,0.5,1.0
43,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,77.0,0.55,0.0,2.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.6,0.5,2.0
48,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,38.0,22.0,38.0,0.39,0.0,17.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0
58,0.0,7.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,7.0,1.43,0.0,0.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,0.0,0.66008316008316,0.625,1.0
67,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,38.0,0.1,0.0,8.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0
97,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,71.0,157.0,0.27,0.0,7.0,1.0,2.0,22.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.4,3.0
111,1.0,7.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,18.0,0.25,0.0,0.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
133,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,0.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0
153,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,0.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0
165,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,2.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.6,0.5,0.0
212,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,65.0,0.41,0.0,7.0,2.0,0.0,22.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0
228,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,0.0,2.0,2.0,25.0,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0
229,10.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,22.0,60.0,0.17,0.0,14.0,2.0,1.0,1.0,2.0,4.20731707317073,0.0,0.0,0.0,0.536567164179104,0.533333333333333,2.0
236,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,63.0,0.06,0.0,0.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.5,1.0
243,1.0,1.0,1.0,82.0,0.0,1.0,2.0,6.0,3.0,10.0,36.0,0.16,1.0,87.0,2.0,44.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.5,2.0
259,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,76.0,0.15,0.0,7.0,1.0,1.0,22.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.5,1.0
409,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,3.69,0.0,13.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
520,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,143.0,0.63,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.75,0.0
523,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,39.0,0.14,0.0,16.0,1.0,2.0,42.0,2.0,28.1,0.0,0.0,0.0,0.417142857142857,0.666666666666667,1.0
739,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,11.0,37.0,0.13,0.0,3.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,1.0,0.460820895522388,1.0,1.0
745,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,0.16,0.0,0.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,0.647584973166369,1.0,1.0
746,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,44.0,78.0,0.09,0.0,5.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0
757,2.0,0.0,2.0,82.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.12,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,3.0,0.639791937581274,1.0,2.0
789,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,25.0,0.12,0.0,7.0,1.0,1.0,22.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0
790,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,22.0,0.12,0.0,32.0,1.0,1.0,12.0,2.0,51.2,0.0,0.0,0.0,0.501930501930502,1.0,0.0
793,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,0.09,0.0,5.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0
838,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,143.0,0.35,1.0,54.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0
855,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,33.0,50.0,0.1,0.0,8.0,1.0,0.0,16.0,2.0,2.76785714285714,0.0,1.0,0.0,0.3,0.8,2.0
857,2.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,26.0,35.0,0.1,1.0,16.0,2.0,0.0,18.0,2.0,28.1,0.0,1.0,0.0,0.584040747028862,1.0,4.0
893,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,16.0,19.0,12.0,0.12,2.0,32.0,1.0,0.0,49.0,2.0,51.2,3.0,1.0,0.0,0.86970684039088,1.0,2.0
911,0.0,0.0,1.0,52.0,0.0,1.0,2.0,3.0,9.0,25.0,39.0,0.39,10.0,93.0,4.0,3.0,6.0,4.0,2.4375,1.0,1.0,0.0,0.492779783393502,1.0,2.0
