test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
852,0,131.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6475635098888686,0.3524364901111313
852,1,4.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,7.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,94.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6505778437033218,0.34942215629667794
852,2,4.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,0.0,125.0,0.23,0.0,95.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6541271013841043,0.34587289861589554
852,3,4.0,6.0,1.0,100.0,9.0,0.0,143.0,36.0,0.0,8.0,0.23,0.0,76.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.63177502974716,0.3682249702528399
852,4,4.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,14.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6419046409441296,0.35809535905587053
852,5,4.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,0.0,8.0,9.8,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.53781837737109,0.46218162262891005
852,6,4.0,6.0,1.0,34.0,9.0,0.0,143.0,36.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,0.8,3.0,1.0,0.0,0.5976718119661109,0.4023281880338891
852,7,4.0,6.0,1.0,34.0,9.0,0.0,143.0,131.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6275343870838372,0.37246561291616254
852,8,4.0,6.0,1.0,34.0,9.0,0.0,1046.0,103.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6505490743123497,0.3494509256876503
852,9,4.0,6.0,28.0,34.0,9.0,0.0,143.0,36.0,0.0,8.0,0.23,0.0,100.0,2.0,17.0,63.0,2.0,4.25757575757576,0.0,1.0,1.0,0.339805825242718,0.0,152.0,1.0,0.0,1.0,0.0,0.6505784380812728,0.3494215619187273
