,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
24,1.0,0.368421052631579,14.0,227.0,0.3703703703703667,8.0,318.0,0.29000000000000004,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,-1.3877787807814457e-17,0.37037037037037,0.9999999999999999,4.0,14.0
94,1.0,1.0,0.0,0.040000000000000036,63.0,1.0,5.0,0.040000000000000036,0.0,99.0,1.0,2.0,1.0,2.0,0.3829787234042552,0.0,0.0,1.0,0.13541666666666696,-1.3877787807814457e-17,1.0,0.0,1.0,2.0
101,1.62,0.14423076923076894,0.623762376237624,96.0,99.0,1.0,8.0,1.62,0.0,96.0,1.0,0.0,4.0,2.0,0.6237623762376239,0.0,0.0,1.0,0.14423076923076894,-1.3877787807814457e-17,1.0,0.0,5.0,1.0
183,228.0,4.0,23.0,0.833333333333333,5.186046511627907,2.0,0.0,0.30000000000000004,0.0,96.0,1.0,0.0,23.0,2.0,5.18604651162791,1.0,1.0,1.0,1.35416666666667,-1.3877787807814457e-17,0.833333333333333,0.0,4.0,9.0
184,0.07000000000000006,296.0,5.0,0.5,20.0,6.0,20.0,0.07000000000000006,1.0,100.0,1.0,0.0,74.0,3.0,6.05291005291005,0.0,1.0,0.0,1.5969387755102,-1.3877787807814457e-17,0.5,0.0,5.0,9.0
1352,1.0,14.0,0.1299999999999999,0.8,70.0,1.0,9.0,0.13000000000000012,2.0,70.0,2.0,0.0,14.0,1.0,4.375,1.0,1.0,1.0,0.8,-1.3877787807814457e-17,0.8,0.0,1.0,1.0
102,1.0,1.0,1.0,1.0,0.28999999999999915,1.0,7.0,0.29000000000000004,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,-1.3877787807814457e-17,1.0,0.0,3.0,1.0
270,0.0,211.0,0.18999999999999995,5.0,39.0,2.0,15.0,0.18999999999999995,3.0,84.0,1.0,0.0,82.0,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,-1.3877787807814457e-17,0.571428571428571,0.0,5.0,9.0
272,0.5,0.29999999999999993,4.0,3.0,2.0,1.0,8.0,0.30000000000000004,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,-1.3877787807814457e-17,0.5,0.0,3.0,2.0
1356,0.0,1.0,0.09000000000000008,30.0,1.0,1.0,1.0,0.09000000000000008,0.0,94.0,2.0,0.0,30.0,2.0,4.44444444444444,0.0,1.0,1.0,1.15,-1.3877787807814457e-17,1.0,0.0,1.0,1.1102230246251565e-16
281,0.19999999999999996,135.0,3.0,0.666666666666667,3.0,2.0,33.00000000000001,0.19999999999999996,1.0,90.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,1.425,-1.3877787807814457e-17,0.666666666666667,0.0,3.0,2.0
1,1.82352941176471,0.0,2.0100814730757137,3.0,0.487179487179489,4.0,15.0,0.10000000000000009,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,-1.3877787807814457e-17,1.0,0.0,3.0,3.9999999999999996
285,546.0,121.0,12.0,0.17999999999999994,7.430769230769229,2.0,2.0,0.17999999999999994,4.0,86.0,2.0,0.0,121.00000000000001,2.0,7.430769230769231,0.0,0.0,1.0,2.16176470588235,-1.3877787807814457e-17,0.45454545454545503,0.0,4.0,12.0
298,0.19999999999999996,142.0,6.0,40.0,9.0,1.0,2.0,0.19999999999999996,3.0,86.0,2.0,1.0,40.0,3.0,4.85714285714286,0.0,1.0,1.0,1.6,-1.3877787807814457e-17,0.428571428571429,0.0,6.0,9.0
