,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
24,,,,,,,,,,,,,,,,,,,,,,,,
102,1.0,1.0,1.0,2.0,41.0,1.0,7.0,0.29000000000000004,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,-1.3877787807814457e-17,1.0,0.0,3.0,1.0
173,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,
313,99.99999999999999,1.0,0.0,2.0,134.0,4.0,62.00000000000001,0.19999999999999996,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,-1.3877787807814457e-17,0.428571428571429,0.0,5.0,5.0
285,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,
325,65.0,1.0,2.0,1.0,47.0,3.0,12.0,0.18999999999999995,1.0,65.0,1.0,0.0,9.0,2.0,3.64705882352941,2.0,1.0,1.0,1.33333333333333,-1.3877787807814457e-17,0.5,0.0,2.0,3.0
