CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,0.9,0.0,58.0,2.0,0.0,7.0,1.0,1.25,1.0,2.0,1.0,0.27,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,8.0,1.05,0.0,58.0,2.0,0.0,7.0,1.0,1.25,1.0,2.0,1.0,0.27,1.0,0.0,2.0,1.0,0
0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.82,0.0,53.0,3.0,0.0,2.0,1.0,2.6,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0
2.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,0.5,1.0,71.0,3.0,0.0,2.0,1.0,4.88,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,2.0,5.0,1.0,3.0,2.0,0.0,8.0,5.0,0.63,1.0,66.0,3.0,0.0,2.0,1.0,5.0,1.0,1.0,1.0,0.67,0.0,0.0,1.0,0.0,0
0.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,7.0,3.0,0.71,0.0,59.0,3.0,0.0,1.0,1.0,8.33,3.0,2.0,1.0,1.4,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,4.0,0.77,0.0,0.0,1.0,0.0,0.0,1.0,2.2,1.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,0
0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.85,0.0,33.0,3.0,0.0,2.0,1.0,2.33,1.0,1.0,1.0,1.4,1.0,0.0,2.0,1.0,0
16.0,0.0,2.0,36.0,1.0,5.0,1.0,0.0,4.0,5.0,0.37,0.0,96.0,1.0,0.0,0.0,1.0,4.14,1.0,1.0,1.0,0.96,1.0,0.0,1.0,2.0,0
0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.48,0.0,25.0,3.0,0.0,1.0,1.0,3.5,2.0,4.0,1.0,1.5,0.0,0.0,1.0,0.0,0
