test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1628,0,0.0,3.0,3.0,7.0,225.0,0.0,0.39,1.0,92.0,1.0,0.0,14.0,1.0,7.4,1.0,3.4,1.0,1.0,1.9,0.0,1.0,0.0,1.0,1.0,2.0,0.78,0.22
1628,1,12.0,1.0,2.0,5.0,232.0,0.0,0.68,0.0,100.0,2.0,5.0,16.0,2.0,5.0,1.0,4.0,0.0,1.0,0.6,0.0,0.3,0.0,2.0,3.0,4.0,0.81,0.19
1628,2,0.0,1.0,2.0,6.0,232.0,0.0,0.98,0.0,84.0,1.0,0.0,2.0,1.0,6.5,0.0,3.5,1.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.98,0.02
10,0,2.0,1.0,1.0,4.0,145.0,1.0,0.7,0.0,81.0,3.0,1.0,15.0,1.0,6.2,0.0,4.1,1.0,1.0,0.4,0.0,1.0,0.0,4.0,1.0,6.0,0.87,0.13
10,1,1.0,1.0,2.0,3.0,147.0,2.0,0.25,2.0,78.0,3.0,0.0,39.0,2.0,6.1,0.0,9.0,1.0,1.0,0.5,0.0,0.3,0.0,4.0,7.0,11.0,0.57,0.43
19,0,0.0,1.0,2.0,5.0,184.0,0.0,0.89,0.0,85.0,2.0,0.0,2.0,1.0,6.2,1.0,2.7,1.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.98,0.02
19,1,0.0,1.0,2.0,5.0,184.0,0.0,0.89,0.0,85.0,2.0,0.0,2.0,1.0,6.0,1.0,2.7,1.0,1.0,0.6,0.0,1.0,0.0,2.0,1.0,1.0,0.91,0.09
19,2,2.0,1.0,4.0,7.0,183.0,0.0,1.03,0.0,90.0,2.0,0.0,8.0,1.0,5.8,1.0,4.9,1.0,1.0,0.4,0.0,0.3,0.0,2.0,3.0,2.0,0.67,0.33
19,3,0.0,1.0,1.0,4.0,166.0,0.0,1.78,0.0,96.0,1.0,2.0,8.0,3.0,2.2,0.0,0.9,0.0,1.0,0.3,0.0,0.5,0.0,1.0,2.0,1.0,0.77,0.23
19,4,2.0,1.0,1.0,5.0,206.0,1.0,0.49,0.0,80.0,2.0,0.0,7.0,1.0,5.0,1.0,5.5,1.0,1.0,1.1,0.0,0.4,0.0,2.0,4.0,2.0,0.84,0.16
19,5,2.0,1.0,1.0,5.0,206.0,1.0,0.49,0.0,80.0,2.0,0.0,7.0,1.0,5.0,1.0,5.5,1.0,1.0,1.1,0.0,0.4,0.0,2.0,4.0,2.0,0.84,0.16
20,0,14.0,1.0,16.0,5.0,1166.0,6.0,0.81,0.0,97.0,2.0,2.0,10.0,4.0,11.8,0.0,3.1,1.0,0.0,0.3,0.0,0.7,0.0,4.0,4.0,10.0,0.78,0.22
20,1,0.0,0.0,0.0,0.0,1542.0,0.0,0.2,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,1.0,0.0,1.0,1.0,0.0,0.91,0.09
20,2,4.0,2.0,21.0,5.0,725.0,0.0,0.69,0.0,100.0,2.0,2.0,6.0,2.0,24.0,0.0,2.4,0.0,0.0,0.7,0.0,0.7,0.0,4.0,4.0,7.0,0.74,0.26
20,3,26.0,1.0,13.0,5.0,645.0,4.0,0.65,0.0,100.0,2.0,1.0,14.0,2.0,7.0,0.0,3.9,0.0,0.0,0.5,0.0,0.3,0.0,2.0,6.0,8.0,0.74,0.26
20,4,0.0,1.0,26.0,5.0,545.0,4.0,0.69,0.0,96.0,1.0,1.0,16.0,2.0,15.4,0.0,4.9,1.0,1.0,0.7,0.0,0.5,0.0,6.0,2.0,10.0,0.81,0.19
20,5,4.0,2.0,21.0,5.0,725.0,0.0,0.69,0.0,100.0,2.0,2.0,6.0,2.0,24.0,0.0,2.4,0.0,0.0,0.7,0.0,0.7,0.0,4.0,4.0,7.0,0.74,0.26
21,0,0.0,1.0,5.0,4.0,323.0,0.0,1.0,0.0,91.0,3.0,2.0,7.0,1.0,19.8,1.0,3.4,1.0,1.0,0.4,0.0,0.7,0.0,6.0,2.0,3.0,0.6,0.4
21,1,1.0,1.0,10.0,11.0,316.0,0.0,1.25,0.0,93.0,1.0,0.0,6.0,2.0,4.7,0.0,4.2,1.0,1.0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,0.86,0.14
21,2,0.0,1.0,5.0,4.0,323.0,0.0,1.0,0.0,91.0,3.0,2.0,7.0,1.0,19.8,1.0,3.4,1.0,1.0,0.4,0.0,0.7,0.0,6.0,2.0,3.0,0.6,0.4
21,3,13.0,1.0,4.0,4.0,300.0,0.0,0.48,1.0,88.0,1.0,2.0,18.0,2.0,3.0,0.0,6.3,0.0,1.0,0.7,0.0,0.5,0.0,1.0,4.0,6.0,0.78,0.22
22,0,0.0,1.0,26.0,5.0,545.0,4.0,0.69,0.0,96.0,1.0,1.0,16.0,2.0,15.4,0.0,4.9,1.0,1.0,0.7,0.0,0.5,0.0,6.0,2.0,10.0,0.81,0.19
22,1,1.0,1.0,7.0,7.0,509.0,5.0,1.02,0.0,90.0,1.0,0.0,3.0,3.0,3.4,0.0,2.9,0.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.98,0.02
22,2,0.0,1.0,26.0,5.0,545.0,4.0,0.69,0.0,96.0,1.0,1.0,16.0,2.0,15.4,0.0,4.9,1.0,1.0,0.7,0.0,0.5,0.0,6.0,2.0,10.0,0.81,0.19
22,3,7.0,1.0,6.0,7.0,562.0,0.0,0.81,1.0,83.0,1.0,0.0,9.0,2.0,5.9,0.0,3.9,0.0,1.0,0.8,0.0,0.5,0.0,1.0,3.0,5.0,0.8,0.2
22,4,0.0,1.0,37.0,4.0,448.0,0.0,0.65,0.0,96.0,1.0,1.0,15.0,2.0,10.9,0.0,4.7,1.0,1.0,0.6,0.0,1.0,0.0,6.0,1.0,7.0,0.92,0.08
22,5,0.0,1.0,37.0,4.0,448.0,0.0,0.65,0.0,96.0,1.0,1.0,15.0,2.0,10.9,0.0,4.7,1.0,1.0,0.6,0.0,1.0,0.0,6.0,1.0,7.0,0.92,0.08
1633,0,0.0,1.0,2.0,0.0,22.0,0.0,0.18,0.0,68.0,1.0,0.0,9.0,2.0,3.0,0.0,4.8,1.0,1.0,0.8,0.0,0.5,0.0,3.0,2.0,1.0,0.74,0.26
1633,1,0.0,1.0,1.0,1.0,24.0,0.0,0.49,1.0,66.0,1.0,0.0,6.0,1.0,1.7,0.0,6.3,0.0,1.0,0.6,0.0,0.5,0.0,1.0,2.0,1.0,0.93,0.07
1633,2,1.0,2.0,1.0,1.0,28.0,2.0,0.25,0.0,62.0,3.0,0.0,9.0,1.0,3.8,1.0,6.3,2.0,1.0,2.4,0.0,1.0,0.0,1.0,1.0,0.0,0.82,0.18
1633,3,0.0,1.0,2.0,2.0,34.0,0.0,0.3,2.0,60.0,1.0,0.0,15.0,1.0,3.2,1.0,8.6,2.0,1.0,0.4,0.0,0.5,0.0,1.0,2.0,2.0,0.8,0.2
23,0,0.0,1.0,26.0,5.0,545.0,4.0,0.69,0.0,96.0,1.0,1.0,16.0,2.0,15.4,0.0,4.9,1.0,1.0,0.7,0.0,0.5,0.0,6.0,2.0,10.0,0.81,0.19
23,1,0.0,1.0,26.0,5.0,545.0,4.0,0.69,0.0,96.0,1.0,1.0,16.0,2.0,15.4,0.0,4.9,1.0,1.0,0.7,0.0,0.5,0.0,6.0,2.0,10.0,0.81,0.19
23,2,7.0,1.0,6.0,7.0,562.0,0.0,0.81,1.0,83.0,1.0,0.0,9.0,2.0,5.9,0.0,3.9,0.0,1.0,0.8,0.0,0.5,0.0,1.0,3.0,5.0,0.8,0.2
23,3,1.0,1.0,7.0,7.0,509.0,5.0,1.02,0.0,90.0,1.0,0.0,3.0,3.0,3.4,0.0,2.9,0.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.98,0.02
23,4,27.0,1.0,13.0,5.0,624.0,3.0,0.63,0.0,100.0,2.0,1.0,15.0,2.0,6.8,0.0,3.8,0.0,0.0,0.5,0.0,0.7,0.0,2.0,2.0,9.0,0.61,0.39
23,5,0.0,1.0,37.0,4.0,448.0,0.0,0.65,0.0,96.0,1.0,1.0,15.0,2.0,10.9,0.0,4.7,1.0,1.0,0.6,0.0,1.0,0.0,6.0,1.0,7.0,0.92,0.08
30,0,0.0,1.0,1.0,3.0,104.0,0.0,0.72,0.0,87.0,3.0,0.0,12.0,3.0,3.2,0.0,2.4,1.0,1.0,0.5,0.0,0.8,0.0,3.0,2.0,1.0,0.77,0.23
30,1,0.0,2.0,8.0,6.0,106.0,0.0,0.82,0.0,85.0,1.0,0.0,14.0,1.0,5.1,0.0,4.6,1.0,1.0,0.7,0.0,1.0,0.0,2.0,1.0,3.0,0.87,0.13
30,2,0.0,2.0,8.0,6.0,106.0,0.0,0.82,0.0,85.0,1.0,0.0,14.0,1.0,5.1,0.0,4.6,1.0,1.0,0.7,0.0,1.0,0.0,2.0,1.0,3.0,0.87,0.13
39,0,0.0,1.0,4.0,3.0,150.0,0.0,0.55,0.0,86.0,1.0,0.0,13.0,2.0,4.7,0.0,4.1,1.0,1.0,0.8,0.0,0.5,0.0,2.0,2.0,6.0,0.71,0.29
39,1,1.0,2.0,1.0,7.0,143.0,0.0,1.04,0.0,73.0,2.0,4.0,5.0,2.0,5.0,1.0,3.8,1.0,1.0,0.8,0.0,0.5,0.0,1.0,3.0,1.0,0.76,0.24
39,2,6.0,1.0,4.0,7.0,131.0,0.0,0.88,0.0,82.0,1.0,1.0,5.0,1.0,6.6,2.0,3.1,1.0,1.0,0.7,0.0,0.3,0.0,2.0,3.0,2.0,0.61,0.39
39,3,2.0,1.0,1.0,4.0,145.0,1.0,0.7,0.0,81.0,3.0,1.0,15.0,1.0,6.2,0.0,4.1,1.0,1.0,0.4,0.0,1.0,0.0,4.0,1.0,6.0,0.87,0.13
39,4,0.0,1.0,7.0,5.0,133.0,2.0,0.61,0.0,85.0,3.0,0.0,10.0,1.0,2.9,0.0,3.7,1.0,1.0,0.5,0.0,1.0,0.0,2.0,1.0,1.0,0.83,0.17
44,0,0.0,1.0,0.0,8.0,158.0,0.0,1.46,0.0,0.0,4.0,0.0,6.0,2.0,23.0,1.0,4.4,1.0,1.0,0.4,0.0,0.8,0.0,3.0,2.0,2.0,0.81,0.19
