Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.1,0.23207,0.98586,1.26601
0.1 < MAJOR_COMMIT <= 0.85,0.16362,0.97135,1.24737
0.805 < CountInput_Min <= 1.245 & 0.908 < AvgCyclomaticModified <= 1.014,0.12002,0.95703,1.22899
1.855 < MINOR_LINE <= 2.06 & 0.908 < AvgCyclomaticModified <= 1.014,0.17768,0.93668,1.20285
OWN_COMMIT <= 0.04,0.22832,0.93429,1.19979
CountClassCoupled <= 0.6,0.1955,0.93285,1.19794
CountDeclMethodPublic <= 1.16,0.22597,0.91079,1.1696
0.6 < CountClassCoupled <= 2.14,0.21425,0.90591,1.16334
0.85 < MAJOR_COMMIT <= 1.48,0.20394,0.89885,1.15427
18.65 < CountLineComment <= 21.75,0.29161,0.89711,1.15203
