Antecedent,Antecedent Coverage %,Confidence,Lift
0.035 < MAJOR_COMMIT <= 0.64,0.14373,0.99016,1.18507
MAJOR_COMMIT <= 0.035,0.25778,0.98903,1.18371
OWN_COMMIT <= 0.02,0.24552,0.96545,1.15549
0.02 < CountDeclMethodProtected <= 0.75,0.13336,0.947,1.1334
0.64 < MAJOR_COMMIT <= 1.09,0.21254,0.94678,1.13315
CountDeclMethodPublic <= 0.54,0.19463,0.93705,1.1215
CountDeclMethodDefault > 0.264,0.1819,0.92487,1.10692
MINOR_LINE <= 1.005,0.29076,0.9222,1.10373
0.54 < CountDeclMethodPublic <= 2.14,0.20594,0.91762,1.09825
0.78 < CountClassCoupled <= 2.12,0.24741,0.91619,1.09653
