Antecedent,Antecedent Coverage %,Confidence,Lift
0.085 < MAJOR_COMMIT <= 0.755,0.14233,0.98065,1.18658
MAJOR_COMMIT <= 0.085,0.24242,0.97917,1.18479
0.755 < MAJOR_COMMIT <= 1.245,0.21304,0.95043,1.15002
OWN_COMMIT <= 0.03,0.23462,0.94716,1.14607
CountDeclMethodPublic <= 0.76,0.19146,0.94484,1.14326
18.65 < CountLineComment <= 21.5,0.23095,0.94036,1.13783
CountClassCoupled <= 0.82,0.19192,0.93541,1.13184
CountLineComment <= 18.65,0.17034,0.92722,1.12194
0.82 < CountClassCoupled <= 2.24,0.22039,0.925,1.11925
0.76 < CountDeclMethodPublic <= 2.46,0.21534,0.91898,1.11196
