Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.02,0.27256,0.98464,1.14246
0.02 < MAJOR_COMMIT <= 0.57,0.12744,0.98175,1.13911
0.57 < MAJOR_COMMIT <= 1.08,0.22698,0.97746,1.13413
CountDeclMethodPublic <= 0.7,0.19163,0.96359,1.11804
OWN_COMMIT <= 0.01,0.27302,0.96252,1.11679
CountLineComment <= 17.65,0.14,0.95681,1.11017
0.01 < OWN_COMMIT <= 0.275,0.12512,0.95167,1.10421
-0.01 < CountDeclInstanceVariable <= 0.68,0.28977,0.94222,1.09323
0.7 < CountDeclMethodPublic <= 2.5,0.22465,0.94203,1.09302
CountClassCoupled <= 0.46,0.21349,0.939,1.0895
