Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.065,0.24318,0.9924,1.17426
0.065 < MAJOR_COMMIT <= 0.745,0.15303,0.97281,1.15109
0.745 < MAJOR_COMMIT <= 1.075,0.23717,0.96296,1.13944
OWN_COMMIT <= 0.04,0.23162,0.95808,1.13366
CountDeclMethodPublic <= 0.64,0.17984,0.94344,1.11634
CountOutput_Min > 1.84,0.20157,0.9289,1.09913
CountInput_Min > 1.03,0.1632,0.92635,1.09611
15.15 < CountLineComment <= 21.45,0.34258,0.91903,1.08745
0.64 < CountClassCoupled <= 2.22,0.22191,0.91667,1.08466
0.868 < AvgCyclomaticModified <= 1.008,0.60841,0.88222,1.04389
