Antecedent,Antecedent Coverage %,Confidence,Lift
0.02 < MAJOR_COMMIT <= 0.55,0.11883,0.98039,1.13419
MAJOR_COMMIT <= 0.02,0.28052,0.97674,1.12997
0.55 < MAJOR_COMMIT <= 1.07,0.23719,0.96857,1.12051
OWN_COMMIT <= 0.01,0.2726,0.96581,1.11732
0.01 < OWN_COMMIT <= 0.29,0.13234,0.96479,1.11614
CountDeclMethodPublic <= 0.76,0.18267,0.94133,1.089
0.48 < CountClassCoupled <= 1.82,0.19012,0.93382,1.08032
-0.03 < CountDeclMethodProtected <= 0.335,0.30568,0.92988,1.07575
1.69 < MINOR_LINE <= 2,0.32898,0.91643,1.06019
-0.265 < CountDeclClassVariable <= 0.025,0.60578,0.90385,1.04564
